date,device,country,location_type,sessions,conversions,revenue,bounce_rate,avg_session_duration,mojo_integration
2023-01-03,Mobile,Australia,Expansion Market,2217,45,2961.8068379391184,0.6111553637473444,79.44302715543772,False
2023-01-03,Tablet,Australia,Expansion Market,406,6,348.9310254594066,0.4942145236352248,246.1130340549039,False
2023-01-03,Desktop,Croatia,Primary Market,1044,50,4874.892082071157,0.552471358730829,171.13679494985465,True
2023-01-03,Mobile,Croatia,Primary Market,1653,48,3531.3691538854778,0.5519145876522364,290.85948820093756,True
2023-01-03,Tablet,Croatia,Primary Market,300,3,197.3730109967101,0.661151367511793,105.95554956854065,True
2023-01-04,Desktop,Germany,Primary Market,1635,87,9542.027634799611,0.5684273202624373,61.9113015534975,True
2023-01-04,Mobile,Germany,Primary Market,2406,54,4026.3653061076425,0.6767755546355079,214.05126929262596,True
2023-01-04,Tablet,Germany,Primary Market,425,7,485.7630644882834,0.3709172413528546,247.90969473157313,True
2023-01-04,Desktop,Netherlands,Primary Market,1315,48,5845.051984580814,0.6953534068267102,220.2774059799412,True
2023-01-04,Mobile,Netherlands,Primary Market,2010,55,3887.1078409778065,0.48614739477466895,256.4318275860577,True
2023-01-04,Tablet,Netherlands,Primary Market,369,6,337.7804860125646,0.5924642535001103,166.7324754288099,True
2023-01-04,Desktop,England,Primary Market,769,31,3520.2248380921374,0.49863597300065204,295.52226712180857,True
2023-01-04,Mobile,England,Primary Market,1189,28,2057.226694543782,0.6292060734810456,131.6582057866492,True
2023-01-04,Tablet,England,Primary Market,186,2,104.66359218625972,0.6816649809989298,131.33215141764958,True
2023-01-04,Desktop,North America,Expansion Market,1109,54,6168.089482194328,0.38024660968015656,106.47356699047353,False
2023-01-04,Mobile,North America,Expansion Market,1515,35,2468.871809799686,0.5346464148274866,245.86508081899137,False
2023-01-04,Tablet,North America,Expansion Market,291,4,221.67556397997788,0.6461898687170511,294.97538202947885,False
2023-01-04,Desktop,Australia,Expansion Market,337,12,1283.0825782072402,0.6715168558353163,299.222462342014,False
2023-01-04,Mobile,Australia,Expansion Market,518,10,681.3214723890275,0.47889957201677846,149.22346904129168,False
2023-01-04,Tablet,Australia,Expansion Market,96,1,49.483141635733276,0.46558814608912613,222.44085710788926,False
2023-01-04,Desktop,Croatia,Primary Market,869,41,5648.196942110274,0.3591100452417326,246.31341182729233,True
2023-01-04,Mobile,Croatia,Primary Market,1318,39,3731.4984976040773,0.47087726558956944,288.9225551717902,True
2023-01-04,Tablet,Croatia,Primary Market,229,3,149.30624130617866,0.4242892600968921,96.25762329634756,True
2023-01-05,Desktop,Germany,Primary Market,1281,62,8006.675623480579,0.5070875739118602,175.4336092913034,True
2023-01-05,Mobile,Germany,Primary Market,1959,52,3589.1608401888284,0.32102044006947744,101.75801941370639,True
2023-01-05,Tablet,Germany,Primary Market,371,5,273.33101295518105,0.528929764866517,132.509798974429,True
2023-01-05,Desktop,Netherlands,Primary Market,1229,61,8343.535131368348,0.5443557854600466,264.530544588604,True
2023-01-05,Mobile,Netherlands,Primary Market,2144,48,3443.6133820230366,0.3353443251799764,173.36994560274763,True
2023-01-05,Tablet,Netherlands,Primary Market,410,6,369.88900951919373,0.5152277608492909,144.93236498414706,True
2023-01-05,Desktop,England,Primary Market,874,38,5407.452933474446,0.3155730590553503,214.74161532189655,True
2023-01-05,Mobile,England,Primary Market,1438,37,2484.886449634035,0.49021903997922794,287.36398653474174,True
2023-01-05,Tablet,England,Primary Market,279,3,165.57710387330837,0.4701843232873195,99.0121768361193,True
2023-01-05,Desktop,North America,Expansion Market,1715,65,6759.154657776672,0.5184340008028379,209.0296813553244,False
2023-01-05,Mobile,North America,Expansion Market,3011,89,5706.879907473303,0.6722442650752921,196.13301594928083,False
2023-01-05,Tablet,North America,Expansion Market,476,7,382.8056653457448,0.41683892607982487,229.29672505723175,False
2023-01-05,Desktop,Australia,Expansion Market,1013,53,7080.971083427055,0.5660560401110213,283.63882040847284,False
2023-01-05,Mobile,Australia,Expansion Market,1395,34,2495.7378743297627,0.6189576945272732,140.14393507905623,False
2023-01-05,Tablet,Australia,Expansion Market,243,3,201.19768716608334,0.6835699860969786,157.51052678595775,False
2023-01-05,Desktop,Croatia,Primary Market,1039,45,5410.982278045108,0.3412573878326715,208.04668671710635,True
2023-01-05,Mobile,Croatia,Primary Market,1674,47,4483.289647173331,0.5452856664434546,193.89896733411055,True
2023-01-05,Tablet,Croatia,Primary Market,306,4,221.19713005038633,0.6529624238010185,174.75716183449475,True
2023-01-06,Desktop,Germany,Primary Market,550,22,2987.7166448563853,0.6025799636955382,234.51498036102657,True
2023-01-06,Mobile,Germany,Primary Market,816,17,1152.4601093393055,0.3371471216404256,188.904939524385,True
2023-01-06,Tablet,Germany,Primary Market,139,2,119.01249009903205,0.48328169515320224,203.4062298271013,True
2023-01-06,Desktop,Netherlands,Primary Market,716,31,3463.6224712397234,0.4331209070947271,274.8008717884559,True
2023-01-06,Mobile,Netherlands,Primary Market,1101,28,2096.090016196276,0.4865441524991781,129.22256078117988,True
2023-01-06,Tablet,Netherlands,Primary Market,212,3,153.55173682639978,0.369541383824247,271.3141391685831,True
2023-01-06,Desktop,England,Primary Market,536,21,2225.9817355095133,0.6750733344265457,94.94515998913303,True
2023-01-06,Mobile,England,Primary Market,830,16,1189.714055638397,0.4466771814839069,69.64710042743994,True
2023-01-06,Tablet,England,Primary Market,156,1,71.86706095784793,0.6652874339603507,77.85814979167812,True
2023-01-06,Desktop,North America,Expansion Market,1818,80,8556.383910197676,0.3923288240777793,275.35703822960886,False
2023-01-06,Mobile,North America,Expansion Market,2598,58,4214.364272028691,0.5317929596479408,254.86251280153093,False
2023-01-06,Tablet,North America,Expansion Market,460,7,362.4504370160134,0.48484013848482577,207.115240262552,False
2023-01-06,Desktop,Australia,Expansion Market,794,32,3505.0421880096956,0.3938027471044157,77.91594835426503,False
2023-01-06,Mobile,Australia,Expansion Market,1155,33,2586.615715807511,0.6950593673734904,141.96745820073164,False
2023-01-06,Tablet,Australia,Expansion Market,190,2,135.61033932315195,0.37551384601913956,146.76451347545083,False
2023-01-06,Desktop,Croatia,Primary Market,1586,83,9686.945812942939,0.3234766220380024,218.85114389423504,True
2023-01-06,Mobile,Croatia,Primary Market,2480,59,5194.768464105401,0.3577234910953372,155.92959599260053,True
2023-01-06,Tablet,Croatia,Primary Market,400,5,284.8431440341075,0.3621797805602712,256.6850861697724,True
2023-01-07,Desktop,Germany,Primary Market,1487,65,7793.571267669521,0.40017155675067434,235.38338879823075,True
2023-01-07,Mobile,Germany,Primary Market,2636,62,4720.575417306142,0.5888850458856834,191.2309442075211,True
2023-01-07,Tablet,Germany,Primary Market,419,7,418.175454615114,0.4345499559932348,130.66957664196576,True
2023-01-07,Desktop,Netherlands,Primary Market,1590,81,10682.38769514485,0.4821071268353854,100.1423149437396,True
2023-01-07,Mobile,Netherlands,Primary Market,2460,51,4477.876748688971,0.6686765125023628,73.29762487276932,True
2023-01-07,Tablet,Netherlands,Primary Market,446,7,493.8479160041383,0.44831547346907147,89.8404196824317,True
2023-01-07,Desktop,England,Primary Market,1480,61,6470.680218130582,0.5738575966332282,212.1883032148942,True
2023-01-07,Mobile,England,Primary Market,2348,52,3768.0946807725245,0.49823492815132303,228.7205950059111,True
2023-01-07,Tablet,England,Primary Market,435,6,429.26724851839543,0.42447784000625083,192.78252409943218,True
2023-01-07,Desktop,North America,Expansion Market,1705,88,12289.524008836126,0.30433324196181927,224.46608157355715,False
2023-01-07,Mobile,North America,Expansion Market,2677,63,4137.206379260224,0.5646342382939611,79.66342497633725,False
2023-01-07,Tablet,North America,Expansion Market,435,6,343.59940290906246,0.39137259632884497,202.35889454508464,False
2023-01-07,Desktop,Australia,Expansion Market,461,21,2389.8014864753786,0.46226975993481756,60.60135264430157,False
2023-01-07,Mobile,Australia,Expansion Market,634,13,1040.5943192841885,0.5110456861064534,64.35783808100966,False
2023-01-07,Tablet,Australia,Expansion Market,130,1,58.9011091747201,0.6640187791289209,107.48260142563893,False
2023-01-07,Desktop,Croatia,Primary Market,1007,39,4645.662325784981,0.6846694467101636,226.4254969664411,True
2023-01-07,Mobile,Croatia,Primary Market,1501,40,3684.268998336119,0.5455387054167599,131.85209140563438,True
2023-01-07,Tablet,Croatia,Primary Market,245,2,120.80049883189788,0.3480420205005211,143.5180835176855,True
2023-01-08,Desktop,Germany,Primary Market,1712,74,8645.925551171484,0.3009960476361972,115.75481538554197,True
2023-01-08,Mobile,Germany,Primary Market,2710,63,5226.2410648862315,0.39619821329458826,101.12183545621585,True
2023-01-08,Tablet,Germany,Primary Market,471,7,381.1281027108843,0.4395886454906746,147.41979095185417,True
2023-01-08,Desktop,Netherlands,Primary Market,424,20,2076.3605378651314,0.3418870053381656,162.93769465200637,True
2023-01-08,Mobile,Netherlands,Primary Market,665,17,1116.7413974399851,0.670206821945468,299.58979589272485,True
2023-01-08,Tablet,Netherlands,Primary Market,103,1,65.65484232359995,0.45325302023169545,268.74130983897976,True
2023-01-08,Desktop,England,Primary Market,1986,79,8217.625511504559,0.3837843858064509,83.96127487847585,True
2023-01-08,Mobile,England,Primary Market,3027,67,5282.037818162041,0.6207732583744365,161.86844433216245,True
2023-01-08,Tablet,England,Primary Market,479,8,447.765236228666,0.6778184402029644,61.37774433111183,True
2023-01-08,Desktop,North America,Expansion Market,1349,60,6403.17449469031,0.35076556116613467,81.55452492807399,False
2023-01-08,Mobile,North America,Expansion Market,1992,40,3617.733232439461,0.5312005258928881,255.51270251903767,False
2023-01-08,Tablet,North America,Expansion Market,326,5,345.3060902459652,0.4828419652706415,242.1137591173255,False
2023-01-08,Desktop,Australia,Expansion Market,1092,58,5959.211610715626,0.579103563537464,190.01986995748106,False
2023-01-08,Mobile,Australia,Expansion Market,1846,47,3783.978919461189,0.6331456880810568,195.56794818545512,False
2023-01-08,Tablet,Australia,Expansion Market,282,4,258.72784343489735,0.6400961673916958,64.14175934981999,False
2023-01-08,Desktop,Croatia,Primary Market,1895,98,13935.1741058766,0.6693630039501951,293.70795146858956,True
2023-01-08,Mobile,Croatia,Primary Market,3080,73,5783.40233284013,0.4781558844237416,234.73480906806282,True
2023-01-08,Tablet,Croatia,Primary Market,501,8,429.9315589118768,0.45045009848437956,72.88110626077058,True
2023-01-09,Desktop,Germany,Primary Market,832,41,4887.89558194968,0.5626801453856405,172.05631295865447,True
2023-01-09,Mobile,Germany,Primary Market,1345,35,2342.5852569679555,0.33697587357279424,68.30036035876445,True
2023-01-09,Tablet,Germany,Primary Market,241,3,146.9623049390324,0.6657281025947165,220.2695686781262,True
2023-01-09,Desktop,Netherlands,Primary Market,1089,55,6851.349108363539,0.5793468255753496,104.61331563124305,True
2023-01-09,Mobile,Netherlands,Primary Market,1530,41,3288.2851605027945,0.4332503304953534,273.9452943429207,True
2023-01-09,Tablet,Netherlands,Primary Market,283,4,208.23047716447138,0.5668345239603482,288.0905315447943,True
2023-01-09,Desktop,England,Primary Market,861,34,4466.2491693348675,0.5854151103037627,297.5915615914907,True
2023-01-09,Mobile,England,Primary Market,1342,34,2941.7825446628613,0.38235509748147967,280.94455813317757,True
2023-01-09,Tablet,England,Primary Market,242,3,145.27520640855482,0.6099229932235927,179.12900500582003,True
2023-01-09,Desktop,North America,Expansion Market,417,17,1938.565176270159,0.4976929643626914,258.3752250851822,False
2023-01-09,Mobile,North America,Expansion Market,692,18,1539.8936100948806,0.6649859914157793,224.19300992689668,False
2023-01-09,Tablet,North America,Expansion Market,117,1,71.62625980068279,0.35580205317495067,254.9679922200243,False
2023-01-09,Desktop,Australia,Expansion Market,896,44,5105.1382504542225,0.557410503401921,115.90165184128472,False
2023-01-09,Mobile,Australia,Expansion Market,1531,37,2537.9450293439836,0.3341560039438009,213.4110451313737,False
2023-01-09,Tablet,Australia,Expansion Market,261,4,251.64156407858627,0.38251096190628364,94.01010357466973,False
2023-01-09,Desktop,Croatia,Primary Market,593,27,3622.1079792881605,0.5371673985902923,96.31763012178263,True
2023-01-09,Mobile,Croatia,Primary Market,986,27,2201.8045948428285,0.5705085952564977,288.2246522985052,True
2023-01-09,Tablet,Croatia,Primary Market,163,2,132.11772359804328,0.3936064360668799,97.54973209607813,True
2023-01-10,Desktop,Germany,Primary Market,922,49,5875.5505513503185,0.5503959041265134,297.0301158679554,True
2023-01-10,Mobile,Germany,Primary Market,1461,37,3203.4845060335565,0.5446671667410851,238.2744583725178,True
2023-01-10,Tablet,Germany,Primary Market,303,4,270.8469026861059,0.317730163997516,135.7597717409899,True
2023-01-10,Desktop,Netherlands,Primary Market,1749,76,8102.7821396494755,0.3655173113051619,242.51300802975524,True
2023-01-10,Mobile,Netherlands,Primary Market,3039,78,5084.925231756252,0.5103176291693711,75.12689695095725,True
2023-01-10,Tablet,Netherlands,Primary Market,479,6,343.857516050345,0.6381454364074362,277.5682731437707,True
2023-01-10,Desktop,England,Primary Market,500,25,3097.7304885943017,0.5642972868445373,70.17855644488951,True
2023-01-10,Mobile,England,Primary Market,755,17,1521.9034302457362,0.568459305588207,174.34464173341297,True
2023-01-10,Tablet,England,Primary Market,141,2,96.738827822215,0.3707509343379779,134.0633367777972,True
2023-01-10,Desktop,North America,Expansion Market,370,13,1764.373671200588,0.5515844210929113,116.15911583950675,False
2023-01-10,Mobile,North America,Expansion Market,615,14,943.4887592328655,0.3632914374317377,113.05475124105062,False
2023-01-10,Tablet,North America,Expansion Market,95,1,69.05534952004699,0.49206110269309744,60.2634639438423,False
2023-01-10,Desktop,Australia,Expansion Market,1246,58,5877.879638978597,0.5416636923414502,175.00551829931325,False
2023-01-10,Mobile,Australia,Expansion Market,2174,58,5051.403453351209,0.31415363023723153,119.01156427760189,False
2023-01-10,Tablet,Australia,Expansion Market,355,4,226.44128865572978,0.5063527590835313,120.88978774051984,False
2023-01-10,Desktop,Croatia,Primary Market,469,18,1788.5366915247653,0.6171908854489201,220.8362710028706,True
2023-01-10,Mobile,Croatia,Primary Market,659,16,1511.384757780409,0.634623215121446,150.14360959567463,True
2023-01-10,Tablet,Croatia,Primary Market,115,2,100.44869981796508,0.5238665125388524,280.40476412053147,True
2023-01-11,Desktop,Germany,Primary Market,912,33,4424.652212993781,0.4408326072449543,162.2416609771741,True
2023-01-11,Mobile,Germany,Primary Market,1324,27,2400.000278957086,0.6963819074331294,262.6831267339593,True
2023-01-11,Tablet,Germany,Primary Market,239,3,213.1409226710764,0.39979707903593403,211.2946752786036,True
2023-01-11,Desktop,Netherlands,Primary Market,1719,84,8361.581930287613,0.6145121191505232,227.2710094982952,True
2023-01-11,Mobile,Netherlands,Primary Market,3249,74,6767.069645221455,0.3175574299259267,126.72317651992931,True
2023-01-11,Tablet,Netherlands,Primary Market,569,7,360.66448518004773,0.3298072437886899,114.01474531692956,True
2023-01-11,Desktop,England,Primary Market,1959,100,14260.648689090542,0.45065599659258754,127.86702511581885,True
2023-01-11,Mobile,England,Primary Market,3135,90,7175.12248890666,0.5799571914164389,244.15667121826047,True
2023-01-11,Tablet,England,Primary Market,503,7,490.403801010969,0.501117494754326,280.1422961520989,True
2023-01-11,Desktop,North America,Expansion Market,463,22,2833.2394695549146,0.5324872040799662,286.39760165856046,False
2023-01-11,Mobile,North America,Expansion Market,729,14,1261.169427576922,0.5325674822518202,240.1398580225019,False
2023-01-11,Tablet,North America,Expansion Market,127,2,128.32933045838277,0.5607383194400681,115.56540808393311,False
2023-01-11,Desktop,Australia,Expansion Market,491,22,2162.5253522188136,0.4716036938708897,64.61898122800329,False
2023-01-11,Mobile,Australia,Expansion Market,753,16,1102.759571429782,0.5295177402479633,78.46396158788714,False
2023-01-11,Tablet,Australia,Expansion Market,120,2,142.40281768068067,0.4313533255026172,88.58938786377148,False
2023-01-11,Desktop,Croatia,Primary Market,1514,69,8045.506990525029,0.5015954225670958,281.8510098362267,True
2023-01-11,Mobile,Croatia,Primary Market,2835,77,6428.508282677302,0.36327782068963843,64.59573012356363,True
2023-01-11,Tablet,Croatia,Primary Market,481,8,418.8491192862811,0.3846086032364962,225.43918231488377,True
2023-01-12,Desktop,Germany,Primary Market,1420,73,8486.571877456692,0.6716213815803376,133.43353631177257,True
2023-01-12,Mobile,Germany,Primary Market,2532,68,4495.121801495149,0.504123528997962,252.6769172135579,True
2023-01-12,Tablet,Germany,Primary Market,465,7,408.51105498552056,0.438511783544727,199.77806587549952,True
2023-01-12,Desktop,Netherlands,Primary Market,444,16,1598.3505495654579,0.5350196175734283,262.53705099691246,True
2023-01-12,Mobile,Netherlands,Primary Market,715,14,1084.079954182533,0.6243653055126669,204.2941805368753,True
2023-01-12,Tablet,Netherlands,Primary Market,122,1,50.37020398915575,0.5821946996284002,115.94712321942961,True
2023-01-12,Desktop,England,Primary Market,1021,44,4932.651879864114,0.6199161076036068,298.2111967346441,True
2023-01-12,Mobile,England,Primary Market,1721,49,4172.152652839084,0.5127105328171546,213.69871657010032,True
2023-01-12,Tablet,England,Primary Market,319,5,300.52874110643654,0.5646331319939614,177.68417894901393,True
2023-01-12,Desktop,North America,Expansion Market,814,39,4953.628008423629,0.356637099338283,294.52715106151584,False
2023-01-12,Mobile,North America,Expansion Market,1337,39,2918.3016247151922,0.5096958808638581,296.22282639297725,False
2023-01-12,Tablet,North America,Expansion Market,277,3,162.17919736008258,0.570347742830118,262.36637966398536,False
2023-01-12,Desktop,Australia,Expansion Market,782,39,5261.58197987252,0.4395438892241088,253.63176240285205,False
2023-01-12,Mobile,Australia,Expansion Market,1263,26,1980.072203126963,0.3067776851506598,172.7275736210206,False
2023-01-12,Tablet,Australia,Expansion Market,219,3,144.83718252642848,0.6135087151365237,269.2722963979817,False
2023-01-12,Desktop,Croatia,Primary Market,355,16,2083.4589132519322,0.39429182590198897,104.01275913349497,True
2023-01-12,Mobile,Croatia,Primary Market,638,14,1213.8007605120895,0.520270323338953,109.1311345026543,True
2023-01-12,Tablet,Croatia,Primary Market,110,1,67.15323424180147,0.6377738344644168,137.90162531506274,True
2023-01-13,Desktop,Germany,Primary Market,1250,64,8985.140511933656,0.5129880119003729,237.61915868668532,True
2023-01-13,Mobile,Germany,Primary Market,1970,48,4157.591865490003,0.5906150147652747,79.09473561758375,True
2023-01-13,Tablet,Germany,Primary Market,336,4,196.63280742719303,0.4694844088425015,183.9180513629417,True
2023-01-13,Desktop,Netherlands,Primary Market,444,16,1556.1678329884742,0.5537900871742782,88.00962181029108,True
2023-01-13,Mobile,Netherlands,Primary Market,720,15,996.1841422499243,0.4200864566595272,220.1071967996785,True
2023-01-13,Tablet,Netherlands,Primary Market,132,2,111.56522626502161,0.5341058263921823,195.61751962691625,True
2023-01-13,Desktop,England,Primary Market,863,31,3333.406726174957,0.340843641929094,224.16330674651348,True
2023-01-13,Mobile,England,Primary Market,1353,35,3180.677006791172,0.5201824416741234,258.3098428766044,True
2023-01-13,Tablet,England,Primary Market,256,3,203.72751433290432,0.328568070107143,260.4785754921012,True
2023-01-13,Desktop,North America,Expansion Market,773,35,4061.5355615806243,0.44605026299243616,112.7814770941192,False
2023-01-13,Mobile,North America,Expansion Market,1295,32,2748.012742953453,0.517897820718051,123.28307792719059,False
2023-01-13,Tablet,North America,Expansion Market,251,3,204.56037529281213,0.3696049348801638,189.9284566321021,False
2023-01-13,Desktop,Australia,Expansion Market,740,28,3165.952827504152,0.6770987675126114,276.3051452582563,False
2023-01-13,Mobile,Australia,Expansion Market,1213,28,2074.535612201028,0.4224320581600223,288.1099423114954,False
2023-01-13,Tablet,Australia,Expansion Market,206,3,188.4042839536869,0.4602541293221323,218.65859932412306,False
2023-01-13,Desktop,Croatia,Primary Market,1966,103,10984.02885392431,0.3361259782271282,227.88825777675163,True
2023-01-13,Mobile,Croatia,Primary Market,3051,88,8113.158012716889,0.6636106903856046,108.58213351262985,True
2023-01-13,Tablet,Croatia,Primary Market,561,7,432.8127228447292,0.5803108018093346,268.2026573998255,True
2023-01-14,Desktop,Germany,Primary Market,895,37,4205.661421410405,0.3352757030559921,261.1316262945727,True
2023-01-14,Mobile,Germany,Primary Market,1414,38,3181.687747985263,0.385693485610989,299.39555234013466,True
2023-01-14,Tablet,Germany,Primary Market,281,5,325.81097637169074,0.31558425507618687,222.49522346268472,True
2023-01-14,Desktop,Netherlands,Primary Market,582,25,2469.6911108218255,0.4907644937183737,281.2390213956461,True
2023-01-14,Mobile,Netherlands,Primary Market,871,19,1739.718106787253,0.67009091296045,180.95145489374397,True
2023-01-14,Tablet,Netherlands,Primary Market,150,2,109.57348391147845,0.3758456212458691,113.54037320815554,True
2023-01-14,Desktop,England,Primary Market,982,39,5445.344853589667,0.5965996469187311,224.8534212368397,True
2023-01-14,Mobile,England,Primary Market,1406,40,3450.941716392701,0.4280362233410682,295.4900045164315,True
2023-01-14,Tablet,England,Primary Market,247,3,201.74456360688907,0.4421102847702573,205.16535496401625,True
2023-01-14,Desktop,North America,Expansion Market,841,44,5865.698958467247,0.6308286640948868,66.7118290474348,False
2023-01-14,Mobile,North America,Expansion Market,1263,29,1935.9726936578102,0.6481296299441096,249.9513952765294,False
2023-01-14,Tablet,North America,Expansion Market,254,3,190.61011631406993,0.513279281706747,275.1668408090396,False
2023-01-14,Desktop,Australia,Expansion Market,984,35,3878.7950176798254,0.5362988187018651,267.6413771571524,False
2023-01-14,Mobile,Australia,Expansion Market,1488,31,2290.7500682145437,0.5952813120002909,159.19665138403076,False
2023-01-14,Tablet,Australia,Expansion Market,275,3,179.0958072329623,0.6641748545390647,219.87065170788418,False
2023-01-14,Desktop,Croatia,Primary Market,718,28,3018.87278374533,0.35357951046613256,127.13783126524308,True
2023-01-14,Mobile,Croatia,Primary Market,1200,24,1685.4293502642172,0.4442253675476495,66.57420947389568,True
2023-01-14,Tablet,Croatia,Primary Market,197,3,190.84683609806638,0.3227160921171227,246.26959250848614,True
2023-01-15,Desktop,Germany,Primary Market,1976,73,10345.138361906691,0.5259429568687835,171.94056402680337,True
2023-01-15,Mobile,Germany,Primary Market,3241,65,5398.656891572892,0.3831873498955858,84.74789602338697,True
2023-01-15,Tablet,Germany,Primary Market,604,9,631.0521390879205,0.47243176115098307,242.97758614731973,True
2023-01-15,Desktop,Netherlands,Primary Market,1252,48,4650.9486605872,0.48283025503568333,92.80542447454788,True
2023-01-15,Mobile,Netherlands,Primary Market,2266,49,4415.350504595338,0.5235524222096775,183.38905899961046,True
2023-01-15,Tablet,Netherlands,Primary Market,351,4,260.25761916334557,0.3047289305421551,94.46534401374203,True
