date,country,city,location_type,mojo_integration,sessions,users,pageviews,bounce_rate,avg_session_duration,organic_traffic,paid_traffic,conversion_rate,revenue
2023-01-02,Croatia,Zagreb,Primary Market,True,643,543,1624,0.6033852937531465,217.65321895900072,331,312,0.03281262521370095,12922.56605359465
2023-01-02,Croatia,Split,Primary Market,True,658,558,1873,0.4593826184545835,204.84583616761168,385,273,0.016478802951729023,11252.274028926904
2023-01-02,Croatia,Rijeka,Primary Market,True,519,372,1332,0.4034155556611516,94.39237794103002,266,253,0.046379470549644905,17519.62954322764
2023-01-03,Germany,Berlin,Primary Market,True,300,243,836,0.41656763753663695,256.09981480193983,167,133,0.04823857225102602,14145.706033876866
2023-01-03,Germany,Hamburg,Primary Market,True,349,313,641,0.34639894985037967,238.90253354663432,203,146,0.02391191626819084,15179.659917395622
2023-01-03,Germany,Munich,Primary Market,True,104,82,285,0.5439369659025723,102.82407297233114,55,49,0.012939422684609857,4551.653691172098
2023-01-03,Germany,Frankfurt,Primary Market,True,325,233,658,0.3635944592352743,265.3685383621237,155,170,0.02348890879584085,12472.422187855042
2023-01-03,Germany,Cologne,Primary Market,True,554,420,1038,0.40586566531970886,161.8398105314278,262,292,0.04159729135716823,17125.69383150176
2023-01-03,Netherlands,Amsterdam,Primary Market,True,628,520,1014,0.6392457435607216,93.56542400598826,327,301,0.01796149620077893,28105.118428875307
2023-01-03,Netherlands,Rotterdam,Primary Market,True,68,49,147,0.34819684292059416,250.2943319662831,32,36,0.034631561606756456,1171.2561014937544
2023-01-03,Netherlands,The Hague,Primary Market,True,452,360,915,0.3878971560005585,252.13203769310937,250,202,0.03273270469671586,17463.23774133691
2023-01-03,England,London,Primary Market,True,573,425,1568,0.4669078752804148,97.4527983826946,258,315,0.04553083282008778,7150.185817358178
2023-01-03,England,Manchester,Primary Market,True,392,315,681,0.30956168207121887,139.92319859233987,207,185,0.04019179727448879,6774.386024458017
2023-01-03,North America,New York,Expansion Market,False,214,186,518,0.44405557407447077,283.2487955721059,93,121,0.035630455579930456,7947.3629125100515
2023-01-03,North America,Los Angeles,Expansion Market,False,105,78,205,0.3097936846211469,69.46885822588416,43,62,0.015981702233779847,3710.2197614013803
2023-01-03,North America,Toronto,Expansion Market,False,602,474,1775,0.4771918990727378,236.1049742821105,246,356,0.030673471825377017,25254.005138931534
2023-01-03,North America,Vancouver,Expansion Market,False,566,474,999,0.4544124798786651,183.36143311435023,298,268,0.039019498373381686,12149.878119595167
2023-01-03,Australia,Sydney,Expansion Market,False,121,102,206,0.5797683377515769,63.33547068627646,71,50,0.010718161120123089,4058.080625435796
2023-01-03,Australia,Melbourne,Expansion Market,False,164,115,481,0.6732948864784079,94.2236283177824,83,81,0.025313073526442166,6695.553539303009
2023-01-03,Australia,Brisbane,Expansion Market,False,696,558,1489,0.5051652306976235,229.55685145813817,301,395,0.04696642527339617,26393.94171759407
2023-01-03,Croatia,Zagreb,Primary Market,True,432,324,1004,0.4863735029094173,127.61466047561024,208,224,0.02402758866933612,10280.875782456118
2023-01-03,Croatia,Split,Primary Market,True,512,398,1006,0.41624625592983433,257.4506655979701,262,250,0.03882372714165148,6050.827911786159
2023-01-03,Croatia,Rijeka,Primary Market,True,703,494,1806,0.42479372110244706,101.11315057153834,289,414,0.01747525993440521,25541.84881292581
2023-01-04,Germany,Berlin,Primary Market,True,245,175,550,0.6076297220428846,121.29833413482751,99,146,0.020340554330845074,2638.7647104160746
2023-01-04,Germany,Hamburg,Primary Market,True,802,693,2385,0.4123725335828927,121.59105568422814,381,421,0.021578840296212976,35115.67917241721
2023-01-04,Germany,Munich,Primary Market,True,657,581,1150,0.4893271023364886,213.21950370630722,345,312,0.03296028205067744,11947.610262358343
2023-01-04,Germany,Frankfurt,Primary Market,True,703,560,1382,0.4962643601539792,115.68504296888736,398,305,0.017911007888968135,16931.19963345719
2023-01-04,Germany,Cologne,Primary Market,True,342,304,819,0.4598260482088161,243.69214544641736,149,193,0.029910628413762845,11596.430059394086
2023-01-04,Netherlands,Amsterdam,Primary Market,True,406,291,770,0.4388524977774874,62.08686803818133,231,175,0.026336693861711932,5467.172827674143
2023-01-04,Netherlands,Rotterdam,Primary Market,True,331,272,940,0.5386889302090885,102.35313453398334,167,164,0.031867255208198574,3480.304738837834
2023-01-04,Netherlands,The Hague,Primary Market,True,633,480,1380,0.6380476061013852,134.44054385036122,282,351,0.0201975506711358,14519.216837549511
2023-01-04,England,London,Primary Market,True,129,96,213,0.31640320981540254,149.86845209547823,71,58,0.011027666402550613,3196.682175493237
2023-01-04,England,Manchester,Primary Market,True,117,84,323,0.6714428768804813,169.98146431844464,65,52,0.04610833294980199,1922.3863395563974
2023-01-04,North America,New York,Expansion Market,False,402,298,1074,0.33023778707728485,160.1274717619193,198,204,0.031017931535101496,19621.49860853816
2023-01-04,North America,Los Angeles,Expansion Market,False,603,507,1433,0.39478941708861454,107.51420775254984,275,328,0.01113154263167083,14528.874148771818
2023-01-04,North America,Toronto,Expansion Market,False,848,611,1795,0.6489414654461458,283.0990550738459,372,476,0.04567154780609027,24518.45454702068
2023-01-04,North America,Vancouver,Expansion Market,False,352,266,907,0.6009774627359954,134.64009949815033,209,143,0.020214607304568647,12442.99220721996
2023-01-04,Australia,Sydney,Expansion Market,False,526,395,1419,0.5697627789065951,258.1559441367997,309,217,0.041678471733642766,21519.307561633384
2023-01-04,Australia,Melbourne,Expansion Market,False,623,441,1091,0.35236580583626553,83.9756014874568,337,286,0.04842423199725548,29731.51055862523
2023-01-04,Australia,Brisbane,Expansion Market,False,274,200,792,0.5661722907664403,150.04910726647205,140,134,0.029684387888067515,7336.077924570111
2023-01-04,Croatia,Zagreb,Primary Market,True,495,403,746,0.4866319396429966,97.91612171865361,293,202,0.014742990359749908,10950.781353194425
2023-01-04,Croatia,Split,Primary Market,True,453,392,1328,0.31185539864619954,242.36007655154404,240,213,0.010810726651886133,8338.852380543889
2023-01-04,Croatia,Rijeka,Primary Market,True,246,214,692,0.3223104656781781,276.5072756318445,126,120,0.042717961705124714,2954.6058283944635
2023-01-05,Germany,Berlin,Primary Market,True,144,114,302,0.44087971515586305,227.21374369251384,62,82,0.011849875382026776,3379.3307049412615
2023-01-05,Germany,Hamburg,Primary Market,True,381,295,1025,0.5438011193157417,284.4486029859038,180,201,0.04874658180096455,4357.528429201915
2023-01-05,Germany,Munich,Primary Market,True,815,605,1611,0.6518836911213377,179.3618119351776,479,336,0.014044125670412404,8917.522026969318
2023-01-05,Germany,Frankfurt,Primary Market,True,255,220,507,0.6846898046357981,281.3896148041978,107,148,0.017143356102544246,12700.46513449299
2023-01-05,Germany,Cologne,Primary Market,True,512,380,780,0.3912123110277921,147.64318753821686,261,251,0.02818017589869002,15771.909883102955
2023-01-05,Netherlands,Amsterdam,Primary Market,True,308,261,550,0.40745031591724645,229.8810610675166,182,126,0.019180227266641578,3161.9804156643636
2023-01-05,Netherlands,Rotterdam,Primary Market,True,956,792,1746,0.4000817223107053,132.22856717092162,515,441,0.0373951179689089,19504.087272770215
2023-01-05,Netherlands,The Hague,Primary Market,True,197,167,543,0.35620632149520803,196.51616833542468,95,102,0.0415526044749682,5933.64195056793
2023-01-05,England,London,Primary Market,True,379,282,712,0.6257214873004753,260.7114797067026,213,166,0.013720104781138907,17621.308440982448
2023-01-05,England,Manchester,Primary Market,True,131,105,273,0.692964498053455,278.3615912487878,70,61,0.049973269600081874,3050.5165905854965
2023-01-05,North America,New York,Expansion Market,False,770,578,1971,0.6704097115141477,74.45457378907854,433,337,0.034791532097839833,24108.547630530007
2023-01-05,North America,Los Angeles,Expansion Market,False,420,324,1218,0.31078331038993806,98.61499942975726,181,239,0.046923417169166655,14957.616704383745
2023-01-05,North America,Toronto,Expansion Market,False,501,426,1004,0.5289210254533934,159.62934475470712,207,294,0.037275743232726796,9634.291912488148
2023-01-05,North America,Vancouver,Expansion Market,False,347,305,1013,0.3277420433413468,262.68705708193426,170,177,0.024309967241415313,10677.323290604776
2023-01-05,Australia,Sydney,Expansion Market,False,400,333,1116,0.5262019924908953,89.56810819260818,215,185,0.03327537506670258,10890.392549322693
2023-01-05,Australia,Melbourne,Expansion Market,False,457,383,865,0.4252990327350224,166.75724663171462,246,211,0.019770962753661643,5656.485627876229
2023-01-05,Australia,Brisbane,Expansion Market,False,660,582,1738,0.3463515246126281,240.19258103940277,345,315,0.012583742956496642,15226.117018650697
2023-01-05,Croatia,Zagreb,Primary Market,True,187,133,507,0.5435884534125739,285.7769754163081,76,111,0.016077869227944956,7957.5922587046325
2023-01-05,Croatia,Split,Primary Market,True,494,396,1358,0.4311785867145124,77.28897858578189,288,206,0.024103501438445203,21188.549685808233
2023-01-05,Croatia,Rijeka,Primary Market,True,365,255,692,0.664506690492813,102.15643306486777,187,178,0.021392056388453904,16594.18346423002
2023-01-06,Germany,Berlin,Primary Market,True,491,354,748,0.34895332841513055,197.59574123398366,270,221,0.021559868259314392,15613.783985024298
2023-01-06,Germany,Hamburg,Primary Market,True,867,671,2076,0.3184118608073256,138.21529415422856,360,507,0.04269537571552034,21153.848667477527
2023-01-06,Germany,Munich,Primary Market,True,365,264,601,0.5612253960019125,135.17373966544173,151,214,0.0149385456739271,8804.393869769978
2023-01-06,Germany,Frankfurt,Primary Market,True,292,206,465,0.6750276484942406,68.54397780650356,119,173,0.01476271786774129,5323.622626255518
2023-01-06,Germany,Cologne,Primary Market,True,166,122,447,0.31933078941237947,194.6038131807663,66,100,0.015470503708639139,3405.463140469078
2023-01-06,Netherlands,Amsterdam,Primary Market,True,401,343,979,0.427810650608316,259.4214504213087,202,199,0.012230894940864809,16121.48082300216
2023-01-06,Netherlands,Rotterdam,Primary Market,True,219,155,519,0.41376070794926534,83.8957102421906,111,108,0.013855953684922206,7520.782454425727
2023-01-06,Netherlands,The Hague,Primary Market,True,393,275,1064,0.32280348762981664,249.82055164391718,231,162,0.028190181406080525,17739.566251837226
2023-01-06,England,London,Primary Market,True,770,681,2232,0.46815330667228283,149.27379372380204,377,393,0.03904419278750603,28364.6291905684
2023-01-06,England,Manchester,Primary Market,True,567,444,888,0.6210882042710699,62.321043178196746,298,269,0.04292297549336042,10155.153812547067
2023-01-06,North America,New York,Expansion Market,False,118,86,188,0.4697987443223286,227.74061049697,59,59,0.04126601383968773,5458.726703813986
2023-01-06,North America,Los Angeles,Expansion Market,False,366,272,826,0.6570004828681133,251.70724468247113,189,177,0.024519857867201476,6516.529651279865
2023-01-06,North America,Toronto,Expansion Market,False,626,522,1147,0.4462520181918719,114.42551545449237,256,370,0.02042668777432412,30577.889225408846
2023-01-06,North America,Vancouver,Expansion Market,False,210,158,318,0.3836104424023827,127.07273521663127,93,117,0.038251731352789184,5826.325880973212
2023-01-06,Australia,Sydney,Expansion Market,False,650,462,1796,0.31170601400586706,273.33524746937917,361,289,0.02010145409192476,23412.934286214127
2023-01-06,Australia,Melbourne,Expansion Market,False,468,352,1008,0.5522296415369368,64.49206077397672,189,279,0.010545333703837988,21475.074548552326
2023-01-06,Australia,Brisbane,Expansion Market,False,575,490,1678,0.5807631350724387,297.59569239607174,236,339,0.01811637065313376,10985.452275386562
2023-01-06,Croatia,Zagreb,Primary Market,True,261,219,569,0.4175770660211881,289.1339764160049,139,122,0.047726407807247684,11186.53498960203
2023-01-06,Croatia,Split,Primary Market,True,603,426,1326,0.364255130511674,270.9406462290582,294,309,0.04245704573569738,25890.99456651263
2023-01-06,Croatia,Rijeka,Primary Market,True,378,302,598,0.6634727128823323,286.8033698065766,154,224,0.03738824367450626,7068.817342587036
2023-01-07,Germany,Berlin,Primary Market,True,443,346,879,0.5968038595562594,103.89473384902657,193,250,0.016479960196382162,5812.650290203707
2023-01-07,Germany,Hamburg,Primary Market,True,727,636,1637,0.5924346447535267,219.06178327796707,389,338,0.028344653592909587,26930.223752599548
2023-01-07,Germany,Munich,Primary Market,True,269,236,474,0.5394072960284885,162.23129718771355,147,122,0.030690293051489043,11287.832620421335
2023-01-07,Germany,Frankfurt,Primary Market,True,513,424,985,0.37752548257985974,191.15458945857085,301,212,0.03614207209255249,20212.975186970336
2023-01-07,Germany,Cologne,Primary Market,True,356,301,1047,0.5923802383170254,252.22312881374177,189,167,0.04762057723013851,15068.67970426749
2023-01-07,Netherlands,Amsterdam,Primary Market,True,460,392,862,0.3030222682506783,221.50690050352298,248,212,0.020413785104842097,6796.2469766586255
2023-01-07,Netherlands,Rotterdam,Primary Market,True,473,336,1277,0.3304204476989896,280.45220554570506,261,212,0.01581984584378548,16166.06706090433
2023-01-07,Netherlands,The Hague,Primary Market,True,208,156,557,0.5587315175300833,251.86798222196254,111,97,0.04657670253726738,3097.8145317412254
2023-01-07,England,London,Primary Market,True,452,345,1331,0.641195337263708,169.67295988705945,242,210,0.03816293140117378,7640.8845590085775
2023-01-07,England,Manchester,Primary Market,True,765,640,1673,0.4620086031926037,215.88111838172554,397,368,0.04016046268682319,27363.001153069028
2023-01-07,North America,New York,Expansion Market,False,762,648,1452,0.36989818822316306,185.38991656853153,366,396,0.026177317916945164,24981.576978435794
2023-01-07,North America,Los Angeles,Expansion Market,False,862,662,2063,0.3914136097043096,81.03825142494509,513,349,0.0416226845431922,18812.69984666723
2023-01-07,North America,Toronto,Expansion Market,False,92,81,273,0.31890803635904585,173.92287169775682,41,51,0.016803904992933775,4067.4182204332933
2023-01-07,North America,Vancouver,Expansion Market,False,117,100,339,0.6346161933091016,253.27309127414006,53,64,0.0118188611569275,5233.533619913058
2023-01-07,Australia,Sydney,Expansion Market,False,828,634,1949,0.3988451652984337,202.17050194045135,334,494,0.01291898452353228,21351.68329560185
2023-01-07,Australia,Melbourne,Expansion Market,False,1150,954,1770,0.49784811281515917,181.32091471399724,493,657,0.0476510165084349,12197.213900988218
2023-01-07,Australia,Brisbane,Expansion Market,False,681,547,1575,0.33608586385260397,185.93402419054678,289,392,0.048853184928010544,23220.073455575992
2023-01-07,Croatia,Zagreb,Primary Market,True,391,337,1109,0.5979012810656519,243.6397690850331,214,177,0.03959911644343441,13036.599305107991
2023-01-07,Croatia,Split,Primary Market,True,946,740,2004,0.3752775653131341,149.5370965932052,385,561,0.03760564403732306,11655.625835263349
2023-01-07,Croatia,Rijeka,Primary Market,True,389,335,849,0.6841781108582692,72.52525575891774,179,210,0.037168868644447316,17207.23432453774
2023-01-08,Germany,Berlin,Primary Market,True,1110,844,2307,0.35253333267004794,286.5555960349268,581,529,0.021119791675797566,33005.741587806995
2023-01-08,Germany,Hamburg,Primary Market,True,386,323,823,0.5689485953681666,282.1149467230327,208,178,0.04848846984457562,5467.59390591649
2023-01-08,Germany,Munich,Primary Market,True,908,747,2607,0.30013534522581675,299.98316599618465,394,514,0.027060416617604534,32962.566567737325
2023-01-08,Germany,Frankfurt,Primary Market,True,1265,1060,2079,0.3795398300377827,119.58672933517232,757,508,0.04816911767825618,16777.210227285555
2023-01-08,Germany,Cologne,Primary Market,True,1020,761,1606,0.3502050432390234,208.8938208199901,457,563,0.018979994018596485,28553.926014412013
2023-01-08,Netherlands,Amsterdam,Primary Market,True,385,299,875,0.3358620212390397,189.68155348818092,195,190,0.010940275249115424,12045.314782400408
2023-01-08,Netherlands,Rotterdam,Primary Market,True,739,663,2176,0.3795809924013064,250.88791895538964,354,385,0.012272612213393935,11762.849503231972
2023-01-08,Netherlands,The Hague,Primary Market,True,879,688,2619,0.6212784401365911,106.6111761497011,404,475,0.04740046118993137,29242.64387397618
2023-01-08,England,London,Primary Market,True,508,435,1388,0.5584792821265046,193.47906700981486,265,243,0.024025301678935358,16867.897782736723
2023-01-08,England,Manchester,Primary Market,True,908,680,1599,0.3928970735095753,140.1735009342042,389,519,0.024497603335891224,41717.54063930722
2023-01-08,North America,New York,Expansion Market,False,301,238,805,0.6681604205541696,254.6862703660356,134,167,0.01032118105169053,7545.167004552647
2023-01-08,North America,Los Angeles,Expansion Market,False,965,710,1726,0.3122574661376046,278.9874424038212,395,570,0.01892655597404986,42333.52613289619
2023-01-08,North America,Toronto,Expansion Market,False,382,333,922,0.656049044538427,295.09951134732444,163,219,0.032044669851728914,17235.477020934264
2023-01-08,North America,Vancouver,Expansion Market,False,376,322,640,0.6700646942683811,162.4681340516667,150,226,0.027724547178361522,8227.208448162237
2023-01-08,Australia,Sydney,Expansion Market,False,421,348,1124,0.6474239380702692,229.84889075735336,246,175,0.039186674337080764,10562.58720901377
2023-01-08,Australia,Melbourne,Expansion Market,False,812,618,1311,0.5226901552587226,263.61789465225866,383,429,0.03289358759224921,13547.195222936985
2023-01-08,Australia,Brisbane,Expansion Market,False,327,268,713,0.6350108090313573,91.82180343262567,165,162,0.017502760167055192,7755.442257824552
2023-01-08,Croatia,Zagreb,Primary Market,True,86,73,235,0.5275345056870531,266.3673872819604,39,47,0.03415159835704083,2144.4392797481505
2023-01-08,Croatia,Split,Primary Market,True,1060,844,1770,0.5369358529643704,128.44124217348036,442,618,0.013257099046773285,26520.898457035135
2023-01-08,Croatia,Rijeka,Primary Market,True,427,362,1168,0.38950955506752155,153.47650127982928,217,210,0.04860242178201905,13852.151719417392
2023-01-09,Germany,Berlin,Primary Market,True,229,173,620,0.39128767227650374,85.50522238213891,104,125,0.025355350602301444,6643.223438673854
2023-01-09,Germany,Hamburg,Primary Market,True,587,528,1627,0.46168207986650855,62.52054699761344,284,303,0.03403534988682625,28551.4460263148
2023-01-09,Germany,Munich,Primary Market,True,83,73,160,0.3969414907621525,125.84321199867122,49,34,0.018542172698007696,2164.111793135332
2023-01-09,Germany,Frankfurt,Primary Market,True,635,543,1423,0.5699501401313086,246.17204218911692,269,366,0.04941182944094465,28415.724640945515
2023-01-09,Germany,Cologne,Primary Market,True,219,183,622,0.6053734751726187,269.7918584568033,130,89,0.04009687221913442,3468.388891527663
2023-01-09,Netherlands,Amsterdam,Primary Market,True,431,375,860,0.5082325898549089,216.956557379971,195,236,0.030595768253821147,9270.141759846007
2023-01-09,Netherlands,Rotterdam,Primary Market,True,355,262,736,0.6495720671406312,79.15563799480559,199,156,0.023099113688405924,16828.180927249185
2023-01-09,Netherlands,The Hague,Primary Market,True,107,76,235,0.3319427435267675,293.1994156118443,49,58,0.03212654131987943,2720.8335889154678
2023-01-09,England,London,Primary Market,True,787,671,2195,0.6902872246901758,215.99598153466428,453,334,0.022290038990223845,17485.29451444428
2023-01-09,England,Manchester,Primary Market,True,198,139,460,0.6841955531631938,77.96131119751325,101,97,0.03731517584215303,4368.295061107185
2023-01-09,North America,New York,Expansion Market,False,347,299,630,0.37705985909360334,212.7921614856845,183,164,0.03537493381718477,10331.232381376503
2023-01-09,North America,Los Angeles,Expansion Market,False,74,63,184,0.43496949201929547,134.30613473544494,31,43,0.02284436284352464,2782.1779794313634
2023-01-09,North America,Toronto,Expansion Market,False,720,615,1637,0.6321140033861183,120.72653464895824,410,310,0.044032057434610486,10377.909247904036
2023-01-09,North America,Vancouver,Expansion Market,False,171,128,469,0.5428811410677133,219.84102925192886,81,90,0.044344152586091666,1768.147699962167
2023-01-09,Australia,Sydney,Expansion Market,False,279,249,473,0.5232856336192078,212.14833189201988,113,166,0.029638607105420635,3737.593707981767
2023-01-09,Australia,Melbourne,Expansion Market,False,681,595,1754,0.4784326520766913,143.5603671890509,280,401,0.018360592817657433,33659.96167758237
2023-01-09,Australia,Brisbane,Expansion Market,False,153,122,315,0.4047277812587446,180.05628947160716,68,85,0.036488665809071445,5384.324514270882
2023-01-09,Croatia,Zagreb,Primary Market,True,724,605,1497,0.6736912300387609,230.29368438309464,410,314,0.04785200513608366,10595.500153985353
2023-01-09,Croatia,Split,Primary Market,True,54,48,156,0.30598630713119607,62.13098710972537,28,26,0.024810612916358457,1862.435506169768
2023-01-09,Croatia,Rijeka,Primary Market,True,667,523,1082,0.5558593924009663,257.45402283373704,312,355,0.020537189094321902,28252.896616242902
2023-01-10,Germany,Berlin,Primary Market,True,712,582,1359,0.6945462328624628,171.65658717923384,335,377,0.023177769099921704,9667.398343355813
2023-01-10,Germany,Hamburg,Primary Market,True,253,214,419,0.34553924335654335,76.81925679286546,142,111,0.01937240813921829,7399.335983930969
2023-01-10,Germany,Munich,Primary Market,True,161,124,433,0.5045353984510854,62.95094517464919,79,82,0.02363398616020451,6572.843755422833
2023-01-10,Germany,Frankfurt,Primary Market,True,539,438,1344,0.5184004372995711,266.64800539079164,286,253,0.02272677402172707,19610.326986376713
2023-01-10,Germany,Cologne,Primary Market,True,153,135,374,0.39444957990690965,155.2251401840034,77,76,0.018907982541865313,3587.0330466594355
2023-01-10,Netherlands,Amsterdam,Primary Market,True,888,642,2645,0.4526885184153129,91.82085645878041,497,391,0.021285105216293943,11777.740774595643
2023-01-10,Netherlands,Rotterdam,Primary Market,True,152,107,273,0.6295328952129123,262.07146699871413,73,79,0.033131986328447244,1920.8971515576454
2023-01-10,Netherlands,The Hague,Primary Market,True,398,331,599,0.6558467819913507,180.67995004772314,224,174,0.03297130792211899,16444.98175325724
2023-01-10,England,London,Primary Market,True,669,526,1037,0.3252986595029227,249.85842550141157,363,306,0.04405310084406987,26703.31245866956
2023-01-10,England,Manchester,Primary Market,True,100,73,221,0.6869381083260683,145.63831958078353,40,60,0.03388239915956348,2035.0979154577158
2023-01-10,North America,New York,Expansion Market,False,373,309,588,0.4572664633775477,138.62150484993998,163,210,0.017147489794095805,15088.543471859597
2023-01-10,North America,Los Angeles,Expansion Market,False,221,157,418,0.4019448190862902,142.19925468499036,92,129,0.013831633794307288,10287.642267154419
2023-01-10,North America,Toronto,Expansion Market,False,562,444,1301,0.3951307154199566,223.674340228919,265,297,0.04240558161431883,18983.30639417142
2023-01-10,North America,Vancouver,Expansion Market,False,430,366,910,0.5094940435293307,130.15499041981482,241,189,0.016604792472509497,19824.43677080872
2023-01-10,Australia,Sydney,Expansion Market,False,429,383,966,0.3920390271855134,152.0437206728913,183,246,0.041142556315496244,11987.776822010082
2023-01-10,Australia,Melbourne,Expansion Market,False,455,397,972,0.4006752605012439,209.50951428834227,247,208,0.03593587744039656,20841.73535822134
2023-01-10,Australia,Brisbane,Expansion Market,False,547,416,1584,0.3737630098893387,233.89325719875782,250,297,0.04642233734852934,18707.56973348165
2023-01-10,Croatia,Zagreb,Primary Market,True,928,776,2141,0.4626517947684896,198.01565486918952,548,380,0.03829386158446838,26602.409072856743
2023-01-10,Croatia,Split,Primary Market,True,102,86,204,0.6217232880740305,295.47778983334376,42,60,0.03265984228250786,1916.8223412913146
2023-01-10,Croatia,Rijeka,Primary Market,True,536,456,1504,0.3142505049838373,126.33824285387038,238,298,0.01985526974792158,6597.098319420206
