keyword,date,ranking,search_volume,clicks,impressions,ctr,avg_position,organic_traffic_potential
Absperrgitter mieten,2023-08-20,22.877551020408163,2990.122448979592,2912,140909,0.02331381619101849,22.797048090594885,130.70115967885818
Absperrgitter mieten,2023-08-27,25.93877551020408,2279.8979591836733,1509,119254,0.0157828785688743,25.970154328022563,87.89535798583792
Absperrgitter mieten,2023-09-03,23.79591836734694,2296.122448979592,1688,108470,0.017610304337196327,23.931856930210472,96.49228130360206
Absperrgitter mieten,2023-09-10,25.918367346938776,2460.4897959183672,2045,122873,0.017137103373581212,26.094850020388,94.93228346456692
Absperrgitter mieten,2023-09-17,26.0,2571.734693877551,1973,120299,0.015753038437671917,25.8427178542818,98.91287284144427
Absperrgitter mieten,2023-09-24,29.551020408163264,2398.4285714285716,3389,123275,0.031188757324247692,29.565687926360184,81.16229281767957
Absperrgitter mieten,2023-10-01,25.653061224489797,2507.285714285714,2634,119539,0.020997070234645338,25.773473919525806,97.73826571201272
Absperrgitter mieten,2023-10-08,24.979591836734695,2336.1632653061224,1263,126193,0.01049666396112765,24.953068016511846,93.52287581699345
Absperrgitter mieten,2023-10-15,26.0,2537.6326530612246,2044,125698,0.015813568120176157,26.07127082778857,97.60125588697018
Absperrgitter mieten,2023-10-22,24.755102040816325,2566.918367346939,3365,122790,0.02381029127067912,24.619906527573136,103.69249793899422
Absperrgitter mieten,2023-10-29,22.306122448979593,2307.918367346939,2972,108928,0.031700909885771865,22.556740648301354,103.46569075937785
Absperrgitter mieten,2023-11-05,27.20408163265306,2278.938775510204,1257,108755,0.013168454036955716,27.130214474481555,83.77194298574642
Absperrgitter mieten,2023-11-12,23.877551020408163,2423.4285714285716,3308,116295,0.024758787444256664,23.98394739025747,101.49401709401711
Absperrgitter mieten,2023-11-19,27.510204081632654,2459.816326530612,2078,122044,0.021962623531840343,27.42014903358229,89.4146884272997
Absperrgitter mieten,2023-11-26,26.612244897959183,2864.0204081632655,1906,136465,0.016530362156226257,26.642045861413738,107.62039877300614
Absperrgitter mieten,2023-12-03,28.102040816326532,2619.877551020408,2162,119812,0.021574493148601045,28.06999058341436,93.22730573710966
Absperrgitter mieten,2023-12-10,23.918367346938776,2468.285714285714,2344,119097,0.02134703264890741,24.014286457770098,103.19624573378839
Absperrgitter mieten,2023-12-17,21.816326530612244,2809.326530612245,2812,138985,0.023193061021354818,21.758679451514222,128.77174929840973
Absperrgitter mieten,2023-12-24,24.816326530612244,2225.8979591836733,2242,112948,0.0201315993940694,24.79317223031514,89.69490131578947
Absperrgitter mieten,2023-12-31,28.163265306122447,2371.469387755102,2289,110418,0.02206391075354853,28.025981619569215,84.20434782608696
Absperrgitter mieten,2024-01-07,22.163265306122447,2721.795918367347,3051,145464,0.020137561200551202,22.44086279337368,122.80662983425415
Absperrgitter mieten,2024-01-14,26.020408163265305,2784.9795918367345,1441,136032,0.014335552953714662,26.36495991707814,107.03058823529412
Absperrgitter mieten,2024-01-21,28.102040816326532,2449.0204081632655,1880,110733,0.02240940389011147,28.042010514857857,87.14742193173566
Absperrgitter mieten,2024-01-28,23.836734693877553,2717.7551020408164,2563,123997,0.01917080191150796,24.14265510299597,114.0154109589041
Absperrgitter mieten,2024-02-04,25.428571428571427,2850.2448979591836,2592,143047,0.01871348327618056,25.446602798765863,112.08828250401284
Absperrgitter mieten,2024-02-11,23.73469387755102,2695.3061224489797,2921,144486,0.023825220006436238,23.54744558119191,113.5597592433362
Absperrgitter mieten,2024-02-18,26.142857142857142,2600.7755102040815,1155,129472,0.009982967874361839,26.28310446244576,99.4832162373146
Absperrgitter mieten,2024-02-25,22.959183673469386,2503.530612244898,2189,127884,0.028752252661877344,22.919464532975923,109.04266666666666
Absperrgitter mieten,2024-03-03,26.163265306122447,2234.1020408163267,1646,108616,0.015895229581723274,26.11832172082312,85.3907956318253
Absperrgitter mieten,2024-03-10,22.428571428571427,2461.918367346939,3475,125548,0.033811633902921336,22.36497758194282,109.7670609645132
Absperrgitter mieten,2024-03-17,22.979591836734695,2516.0408163265306,2151,125503,0.02220025792426758,23.09516777076701,109.49023090586145
Absperrgitter mieten,2024-03-24,27.877551020408163,2756.408163265306,1217,127124,0.010945069052768073,28.00420855044969,98.87554904831624
Absperrgitter mieten,2024-03-31,24.571428571428573,2724.2244897959185,2032,132372,0.016972470011701993,24.407900639747186,110.86960132890366
Absperrgitter mieten,2024-04-07,21.93877551020408,2693.326530612245,4395,141242,0.026944603349672594,22.029264630600775,122.76558139534885
Absperrgitter mieten,2024-04-14,27.755102040816325,2707.6938775510203,1908,130705,0.013267329986284998,27.657868835564194,97.55661764705883
Absperrgitter mieten,2024-04-21,28.0,2817.3469387755104,2529,148834,0.020877570779718416,28.09155132654323,100.61953352769679
Absperrgitter mieten,2024-04-28,27.918367346938776,2606.5510204081634,1471,129893,0.01331227302102659,28.177983814967636,93.36330409356725
Absperrgitter mieten,2024-05-05,25.632653061224488,2879.612244897959,1847,144303,0.01729813093316771,25.64324542459315,112.34156050955416
Absperrgitter mieten,2024-05-12,24.306122448979593,2518.0,2002,127200,0.014502547707543193,24.246795921145484,103.5952980688497
Absperrgitter mieten,2024-05-19,23.020408163265305,2504.469387755102,3167,116842,0.025231206148748443,23.222407556088143,108.79343971631207
Absperrgitter mieten,2024-05-26,28.26530612244898,2447.061224489796,1713,121364,0.0167265333028859,28.22631319923877,86.57472924187728
Absperrgitter mieten,2024-06-02,22.367346938775512,2296.6530612244896,2279,107808,0.025331258025015645,22.4644733426348,102.6788321167883
Absperrgitter mieten,2024-06-09,26.489795918367346,2541.673469387755,2069,108080,0.019204985800201173,26.634977833868636,95.94915254237289
Absperrgitter mieten,2024-06-16,28.836734693877553,2767.5510204081634,2306,139099,0.014278066388209491,28.494143175551773,95.9731068648266
Absperrgitter mieten,2024-06-23,24.3265306122449,2868.714285714286,2204,136491,0.014784005364742515,24.029869976611963,117.92533557046978
Absperrgitter mieten,2024-06-30,24.46938775510204,2424.673469387755,1676,123093,0.016648138097918364,24.04868306651301,99.09007506255213
Absperrgitter mieten,2024-07-07,26.46938775510204,2373.3469387755104,1867,109740,0.014695369316048727,26.50651758746257,89.66383962991519
Absperrgitter mieten,2024-07-14,27.020408163265305,2221.1428571428573,1713,109369,0.022203553331391124,27.203601324565415,82.20241691842902
Absperrgitter mieten,2024-07-21,26.551020408163264,2696.2244897959185,2651,136894,0.01636620609771374,26.673628626769887,101.5488086087625
Absperrgitter mieten,2024-07-28,25.836734693877553,2362.0204081632655,1681,129783,0.018507275218706435,25.698079824405948,91.42101105845181
Absperrgitter mieten,2024-08-04,23.571428571428573,2543.2244897959185,4969,108616,0.04364029737471617,23.477777967166443,107.89437229437229
Absperrgitter mieten,2024-08-11,20.551020408163264,2716.938775510204,2745,125623,0.027143227806786824,20.485718407857476,132.20456802383316
Absperrgitter mieten,2024-08-18,21.897959183673468,2767.4489795918366,5246,140972,0.02863713851715334,22.044784086959908,126.37931034482759
Absperrgitter mieten,2024-08-25,23.897959183673468,2905.9591836734694,3253,143458,0.02494221725658568,24.052152389918287,121.59863364645602
Absperrgitter mieten,2024-09-01,26.53061224489796,2740.3469387755104,2115,141845,0.014243545093264138,26.425000746975137,103.29
Absperrgitter mieten,2024-09-08,25.591836734693878,2570.8367346938776,2472,126942,0.030274348450885263,25.765889339025264,100.45534290271132
Absperrgitter mieten,2024-09-15,27.632653061224488,2461.3673469387754,1931,127563,0.02217956019312692,27.89517396901256,89.07459379615953
Absperrgitter mieten,2024-09-22,27.244897959183675,2424.469387755102,1841,126451,0.01598813292550462,27.595946391869226,88.9880149812734
Absperrgitter mieten,2024-09-29,27.102040816326532,2845.2244897959185,2716,140765,0.017217637815567226,27.091121210966595,104.98192771084338
Absperrgitter mieten,2024-10-06,24.448979591836736,2284.6326530612246,2572,111656,0.019848397865749073,24.44372682472407,93.4449081803005
Absperrgitter mieten,2024-10-13,28.93877551020408,2550.1020408163267,1705,133335,0.014852898727312096,29.040382473301,88.12059238363894
Absperrgitter mieten,2024-10-20,26.755102040816325,2400.0204081632655,1517,120390,0.013106543121132679,26.79533304618062,89.7032799389779
Absperrgitter mieten,2024-10-27,25.79591836734694,2656.612244897959,3194,127924,0.028264171355638114,25.522856637051945,102.98575949367088
Absperrgitter mieten,2024-11-03,25.428571428571427,2499.612244897959,1794,121604,0.026032743866350513,25.212532466601687,98.29935794542536
Absperrgitter mieten,2024-11-10,24.06122448979592,2334.530612244898,1900,119226,0.0168613128407752,23.970220342453654,97.02459711620016
Absperrgitter mieten,2024-11-17,24.0,2697.938775510204,2881,140810,0.02974559209679621,23.897812776726646,112.4141156462585
Absperrgitter mieten,2024-11-24,24.79591836734694,2741.7755102040815,2283,135746,0.019831952646319238,24.555007407762773,110.57366255144032
Absperrgitter mieten,2024-12-01,26.93877551020408,2799.8571428571427,2004,126541,0.013598846614669908,26.919742611605976,103.93409090909091
Absperrgitter mieten,2024-12-08,25.93877551020408,2217.4897959183672,1153,111047,0.011329800219921754,25.849278846993137,85.48937844217151
Absperrgitter mieten,2024-12-15,25.26530612244898,2443.285714285714,1814,115022,0.014851183483053426,25.474800419384362,96.70516962843296
Absperrgitter mieten,2024-12-22,23.142857142857142,2493.3061224489797,2116,120185,0.018768929016131072,23.153001997715954,107.73544973544973
Absperrgitter mieten,2024-12-29,27.26530612244898,2760.081632653061,2435,146092,0.01960276422513059,27.17479241063925,101.23053892215569
Absperrgitter mieten,2025-01-05,26.142857142857142,2478.0714285714284,390,38416,0.011398875708315185,26.26203349535808,94.7896174863388
barrier rental,2023-01-01,28.0,2715.285714285714,162,18273,0.012591125010723457,28.797417642862523,96.97448979591836
barrier rental,2023-01-08,28.46938775510204,2443.9591836734694,1565,118633,0.011053286233737292,28.54692104490297,85.8451612903226
barrier rental,2023-01-15,24.93877551020408,2601.734693877551,2333,124954,0.01931634728282854,25.12716887088926,104.32487725040916
barrier rental,2023-01-22,24.551020408163264,2811.0,2312,140089,0.01816078682804567,24.242074953487815,114.49625935162095
barrier rental,2023-01-29,22.3265306122449,2766.734693877551,3069,128651,0.024765653853627837,22.12379814357231,123.92138939670932
barrier rental,2023-02-05,23.387755102040817,2363.061224489796,2205,114875,0.021702383973681988,23.546351519018256,101.03839441535777
barrier rental,2023-02-12,24.653061224489797,2446.5510204081634,2428,126670,0.022508822229661038,24.678131689202655,99.23923841059603
barrier rental,2023-02-19,24.6734693877551,2965.081632653061,2987,143085,0.02256063020107783,24.757207826570028,120.17287014061208
barrier rental,2023-02-26,27.367346938775512,2439.8571428571427,1915,121077,0.015804551821543694,27.096200013365564,89.15212527964204
barrier rental,2023-03-05,26.3265306122449,2783.918367346939,2392,142972,0.01901005694418322,26.38696799865411,105.74573643410852
barrier rental,2023-03-12,27.163265306122447,2491.7755102040815,1542,121282,0.016436876952897257,27.37724117187901,91.73328324567994
barrier rental,2023-03-19,26.428571428571427,2877.8367346938776,2931,133150,0.01972923086511368,26.846297642279573,108.8911196911197
barrier rental,2023-03-26,25.285714285714285,3027.204081632653,1977,152652,0.01373939556819217,25.43426679989052,119.71993543179984
barrier rental,2023-04-02,25.020408163265305,2484.7551020408164,2764,126374,0.02422568507806314,24.641680710205677,99.30913539967374
barrier rental,2023-04-09,25.591836734693878,2471.2244897959185,1911,121080,0.016208102407422903,25.580047627691254,96.56299840510367
barrier rental,2023-04-16,24.693877551020407,2619.734693877551,2415,133599,0.017070762667808815,24.707095745859803,106.08842975206612
barrier rental,2023-04-23,22.93877551020408,2384.0204081632655,2515,113157,0.02173002776083878,22.839259454221885,103.9297153024911
barrier rental,2023-04-30,25.244897959183675,2295.5102040816328,1961,114005,0.019287905920801564,25.1468918746916,90.92966855295069
barrier rental,2023-05-07,24.489795918367346,2435.408163265306,1885,118166,0.019157708665758052,24.513652966110804,99.44583333333333
barrier rental,2023-05-14,25.142857142857142,2734.387755102041,1641,135914,0.015514793232592167,24.883219732783058,108.75405844155844
barrier rental,2023-05-21,23.244897959183675,2908.469387755102,3296,137865,0.019056030074618723,23.16561238299807,125.12291483757681
barrier rental,2023-05-28,22.46938775510204,2592.918367346939,2719,122842,0.024303441220634298,22.715978788027297,115.39782016348774
barrier rental,2023-06-04,25.714285714285715,2607.3673469387754,1784,120799,0.01822298202027322,25.660657656135214,101.39761904761905
barrier rental,2023-06-11,27.73469387755102,2960.4489795918366,2659,150735,0.02060798015198326,27.640861546672795,106.74172185430463
barrier rental,2023-06-18,26.102040816326532,2596.081632653061,2057,120381,0.015679424005016287,26.06572250928737,99.45895230648945
barrier rental,2023-06-25,24.551020408163264,2807.2448979591836,2785,135746,0.018528800621804235,24.399890216063678,114.34330839567747
barrier rental,2023-07-02,28.46938775510204,2617.6530612244896,1555,135654,0.010383492800575583,28.583080184309114,91.94623655913979
barrier rental,2023-07-09,24.26530612244898,2742.183673469388,2540,140686,0.018711036445978404,24.505148076110267,113.00841042893188
barrier rental,2023-07-16,27.714285714285715,2503.265306122449,1270,119666,0.012946677840507305,27.88844444697247,90.3240058910162
barrier rental,2023-07-23,25.367346938775512,2333.408163265306,3652,116339,0.02094488558185269,25.319641746782914,91.9847144006436
barrier rental,2023-07-30,24.040816326530614,1989.1836734693877,1639,106530,0.019956203607091796,24.072406418315847,82.74193548387096
barrier rental,2023-08-06,21.571428571428573,2796.1428571428573,4368,125962,0.040723710577399354,21.290885854674162,129.62251655629137
barrier rental,2023-08-13,24.755102040816325,2661.673469387755,3214,130577,0.025922559141965933,24.62967746166081,107.520197856554
barrier rental,2023-08-20,24.551020408163264,2392.0204081632655,1717,113107,0.014375621356774355,24.890098943384476,97.4305901911887
barrier rental,2023-08-27,26.224489795918366,2541.122448979592,1725,125720,0.014102397325737842,26.339475363254,96.89883268482491
barrier rental,2023-09-03,25.73469387755102,2547.2244897959185,1407,122132,0.013353480576773312,25.910322874077078,98.98017446471056
barrier rental,2023-09-10,25.0,2469.3469387755104,2204,123374,0.018311769853334162,25.092147881442088,98.77387755102042
barrier rental,2023-09-17,27.142857142857142,2727.2448979591836,1209,141674,0.01063431366355264,27.38764153861234,100.47744360902256
barrier rental,2023-09-24,26.0,2347.1020408163267,1501,117381,0.014865897280851723,25.80179929396718,90.27315541601257
barrier rental,2023-10-01,24.448979591836736,2293.6530612244896,4268,111967,0.025842173973337646,24.16919419698118,93.81385642737895
barrier rental,2023-10-08,24.79591836734694,2701.938775510204,2616,131376,0.024982654289787996,24.81499499870116,108.9670781893004
barrier rental,2023-10-15,27.26530612244898,2437.2244897959185,1396,120062,0.0203531215450666,27.24146506438005,89.38922155688623
barrier rental,2023-10-22,20.26530612244898,2486.2244897959185,3504,121431,0.03833288759538225,20.091540308221788,122.68378650553878
barrier rental,2023-10-29,28.489795918367346,2832.326530612245,1935,133409,0.015033529331132316,28.517272914287464,99.41547277936962
barrier rental,2023-11-05,25.06122448979592,2364.9795918367345,1095,107506,0.010783813932968256,24.97014974835573,94.36807817589575
barrier rental,2023-11-12,24.346938775510203,2683.9795918367345,2063,128095,0.015882893418531146,24.078517197708607,110.23889354568314
barrier rental,2023-11-19,28.285714285714285,2533.1020408163267,1333,124953,0.011449999123224261,28.364782286537658,89.55411255411256
barrier rental,2023-11-26,28.0,2414.285714285714,1936,118558,0.013960812527738486,27.737649140037988,86.22448979591836
barrier rental,2023-12-03,23.408163265306122,2756.9795918367345,2836,133989,0.025267057718537607,23.411389138760732,117.77855274629468
barrier rental,2023-12-10,25.93877551020408,2250.5510204081634,2413,112726,0.021198165870049815,25.81126908882275,86.7639653815893
barrier rental,2023-12-17,22.653061224489797,2551.5102040816328,2855,120625,0.03923823202921178,22.47499514971167,112.63423423423424
barrier rental,2023-12-24,23.183673469387756,2341.1632653061224,2061,114344,0.027040117266880097,23.314818955258804,100.98327464788731
barrier rental,2023-12-31,27.122448979591837,2737.1428571428573,2825,135353,0.01959926029202211,26.852788588736512,100.91798344620015
barrier rental,2024-01-07,22.857142857142858,2205.612244897959,1107,104917,0.013070563516582239,22.948454507706494,96.49553571428571
barrier rental,2024-01-14,25.632653061224488,2802.6326530612246,1910,140825,0.01386968339716128,25.68517815457878,109.33837579617837
barrier rental,2024-01-21,26.0,2115.8979591836733,2591,110221,0.02631809191397213,26.257224589371113,81.38069073783359
barrier rental,2024-01-28,24.387755102040817,2603.7551020408164,1508,128782,0.012885288543981153,24.432423859725468,106.76485355648535
barrier rental,2024-02-04,26.387755102040817,2537.877551020408,2683,131790,0.020802427299385255,26.230213513590314,96.17633410672853
barrier rental,2024-02-11,22.06122448979592,2326.387755102041,2136,100793,0.02171529681889551,21.939421966939452,105.45143385753931
barrier rental,2024-02-18,25.346938775510203,2728.3469387755104,2095,136484,0.014454384203162918,25.550362894308382,107.6400966183575
barrier rental,2024-02-25,25.93877551020408,2782.816326530612,1874,122309,0.018050674839095292,26.009967556383497,107.28402832415419
barrier rental,2024-03-03,27.571428571428573,2475.795918367347,2794,116552,0.033982493384123916,27.36330636478412,89.79570688378978
barrier rental,2024-03-10,25.612244897959183,2182.795918367347,1744,100975,0.018088231004827256,25.609280332536102,85.22470119521913
barrier rental,2024-03-17,27.632653061224488,2518.6326530612246,1061,125340,0.008992209180062407,27.745244409089693,91.1469719350074
barrier rental,2024-03-24,25.877551020408163,2885.4897959183672,1985,135856,0.017701542498106865,25.969673788998037,111.50552050473186
barrier rental,2024-03-31,25.93877551020408,2886.387755102041,2750,133563,0.02221906798875928,26.2107267218345,111.27694728560189
barrier rental,2024-04-07,26.142857142857142,2648.8367346938776,1596,140403,0.012755542602277063,25.998811017077767,101.3216237314598
barrier rental,2024-04-14,25.6734693877551,2430.0408163265306,2725,120851,0.021801440628334324,25.622885782759504,94.65182829888712
barrier rental,2024-04-21,24.285714285714285,2668.795918367347,2799,128837,0.025812124612303818,24.468961423555587,109.89159663865546
barrier rental,2024-04-28,25.959183673469386,2488.5102040816328,2702,117736,0.01962232080691375,25.940585212149927,95.86242138364781
barrier rental,2024-05-05,24.79591836734694,2362.1632653061224,2059,113006,0.0164650980617322,24.843192433311945,95.2641975308642
barrier rental,2024-05-12,28.6734693877551,2381.591836734694,1626,125508,0.019263655796946725,28.74203974975517,83.0590747330961
barrier rental,2024-05-19,28.367346938775512,2564.734693877551,3079,126753,0.019785077770664617,28.22905700090328,90.4115107913669
barrier rental,2024-05-26,26.979591836734695,2576.183673469388,1588,134450,0.013277129364686748,27.118785249923988,95.48638426626324
barrier rental,2024-06-02,27.632653061224488,2744.204081632653,1485,127354,0.01287883997161951,27.37676075421253,99.31019202363369
barrier rental,2024-06-09,28.93877551020408,2628.6326530612246,1845,129096,0.017009909958178342,28.75274602116656,90.83427362482371
barrier rental,2024-06-16,22.591836734693878,2655.3061224489797,2540,130627,0.020557629750779873,22.41312456184887,117.53387533875339
barrier rental,2024-06-23,27.46938775510204,2508.8571428571427,1977,131167,0.015556020074321992,27.21831603852338,91.33283803863299
barrier rental,2024-06-30,29.693877551020407,2615.8979591836733,1784,132901,0.014468444329879022,29.440043559393526,88.0955326460481
barrier rental,2024-07-07,22.836734693877553,2244.6326530612246,1409,109226,0.014174410059136822,22.775747654798128,98.29043789097408
barrier rental,2024-07-14,23.102040816326532,2806.1632653061224,3095,132979,0.023339616861678045,23.056039334259157,121.46819787985864
barrier rental,2024-07-21,20.918367346938776,2561.816326530612,3063,128118,0.024741769925072498,20.979847904076568,122.46731707317072
barrier rental,2024-07-28,28.081632653061224,3158.5102040816328,2553,155025,0.02251918135745985,28.062587314649544,112.47601744186048
barrier rental,2024-08-04,25.918367346938776,2732.326530612245,2095,136390,0.01697514822972738,25.794558101672045,105.42047244094488
barrier rental,2024-08-11,26.612244897959183,2760.081632653061,2383,140730,0.018821137644631714,26.703988717373807,103.71472392638036
barrier rental,2024-08-18,24.959183673469386,2768.8979591836733,2860,140765,0.024858224682409717,25.322724790022097,110.93704006541293
barrier rental,2024-08-25,23.897959183673468,2604.3673469387754,1767,121977,0.016442130867331792,24.369529087255405,108.97865072587531
barrier rental,2024-09-01,23.46938775510204,3039.6938775510203,3305,151247,0.018983125610844583,23.73970444925694,129.51739130434783
barrier rental,2024-09-08,29.142857142857142,2626.122448979592,1719,130187,0.025516991577359267,29.09946703368824,90.11204481792718
barrier rental,2024-09-15,26.6734693877551,2479.8367346938776,1448,118913,0.014934867809196856,26.398172438743103,92.97016067329764
barrier rental,2024-09-22,24.428571428571427,2626.081632653061,2227,128608,0.01758782000399616,24.34438597906738,107.50041771094403
barrier rental,2024-09-29,24.346938775510203,2689.2448979591836,2501,131317,0.018271885424474246,24.48066244853511,110.45515507124894
barrier rental,2024-10-06,27.877551020408163,2463.1020408163267,1328,119110,0.012301022082543809,27.909720300515577,88.35431918008786
barrier rental,2024-10-13,24.06122448979592,2715.081632653061,3228,134072,0.024437237488018584,23.955273414628245,112.84054283290924
barrier rental,2024-10-20,23.653061224489797,2494.0,1983,118607,0.016640067578405946,23.348459577964498,105.4408973252804
barrier rental,2024-10-27,25.020408163265305,2619.3673469387754,2124,130396,0.017435126392286417,24.64548642927402,104.68923327895595
barrier rental,2024-11-03,27.163265306122447,3031.9591836734694,1696,155252,0.010409871965665854,27.07146561806608,111.61983471074382
barrier rental,2024-11-10,25.79591836734694,2565.326530612245,2151,128295,0.0164800107397864,25.79323133596856,99.44699367088607
barrier rental,2024-11-17,23.93877551020408,2807.5510204081634,3399,138438,0.022881921353790424,24.14964608041491,117.28047740835466
barrier rental,2024-11-24,26.26530612244898,2427.5714285714284,2978,111106,0.027117252409166397,26.347537190292456,92.42501942501941
barrier rental,2024-12-01,26.6734693877551,2486.081632653061,1634,125298,0.014679399284273526,26.762062881446003,93.20428462127009
barrier rental,2024-12-08,24.285714285714285,2515.612244897959,2199,122881,0.019370702039626878,24.044960307836696,103.58403361344537
barrier rental,2024-12-15,24.979591836734695,2358.8571428571427,1569,107036,0.01644896014971241,25.034319551455646,94.43137254901958
barrier rental,2024-12-22,24.979591836734695,2606.204081632653,1798,117655,0.01491224102745421,25.29035863281223,104.33333333333333
barrier rental,2024-12-29,24.20408163265306,2459.2244897959185,2543,131086,0.017955350971749502,24.06229190293129,101.60370994940978
barrier rental,2025-01-05,25.285714285714285,3000.1428571428573,593,46325,0.012016087166777429,25.331357325394183,118.6497175141243
construction barriers,2023-01-01,21.285714285714285,2170.5714285714284,260,13769,0.02017719955602556,21.617553249791772,101.97315436241611
construction barriers,2023-01-08,23.081632653061224,2513.061224489796,1834,121470,0.016025344183009424,23.022840956614242,108.87709991158268
construction barriers,2023-01-15,21.897959183673468,2249.0204081632655,4086,119088,0.031252184860602085,21.76652576465365,102.70456663560114
construction barriers,2023-01-22,25.653061224489797,2297.5510204081634,2812,120807,0.024033356449330738,25.795306428211966,89.56245027844074
construction barriers,2023-01-29,24.367346938775512,2611.3061224489797,2015,119529,0.01502679800219334,24.45718773866298,107.1641541038526
construction barriers,2023-02-05,27.6734693877551,2571.387755102041,1600,132210,0.009951041897324488,27.502412316484182,92.91887905604722
construction barriers,2023-02-12,23.755102040816325,2600.0204081632655,3120,117238,0.0234388123882389,23.540090964920118,109.45103092783506
construction barriers,2023-02-19,26.183673469387756,2557.3673469387754,1690,132958,0.014307025763552465,26.173477871948204,97.67030397505845
construction barriers,2023-02-26,28.040816326530614,2403.6326530612246,1477,112946,0.014576746399697194,28.326765986013708,85.71906841339155
construction barriers,2023-03-05,23.122448979591837,2738.918367346939,2655,132330,0.025076238412403206,23.27108990649363,118.45278022947926
