country,campaign,is_mojo_campaign,date,budget,spend,impressions,clicks,conversions,revenue,ctr,cpc,roas,budget_utilization
Australia,EVAGO Corporate Events,False,2023-10-31,31082.36138094819,28203.999825544466,1056816,25342,1114,189662.77226808993,0.02397957638794265,1.1129350416519797,6.724676409064209,0.9073956601904769
Australia,EVAGO Corporate Events,False,2023-11-30,22229.121351629696,20193.413061108142,1040166,25181,1121,163306.89950205781,0.024208635929265136,0.8019305452963799,8.087137078208022,0.9084215584448951
Australia,EVAGO Corporate Events,False,2023-12-31,25343.46537749527,22735.023003388043,1227242,29570,1548,280092.70901432936,0.024094677333402866,0.7688543457351384,12.319877968568102,0.897076333672052
Australia,EVAGO Corporate Events,False,2024-01-31,28869.097511006,25567.147984757317,1006559,26137,1317,185230.72004186007,0.025966684516257863,0.9781974972168694,7.24487221462055,0.8856233893356087
Australia,EVAGO Corporate Events,False,2024-02-29,23528.90464480399,21019.980906167384,976210,23833,1073,167888.66312469516,0.024413804406838692,0.8819695760570379,7.987098745433953,0.8933684429210917
Australia,EVAGO Corporate Events,False,2024-03-31,21059.37639974177,18650.863221793585,893966,20690,1073,143442.20138293598,0.023144056932814,0.9014433649972733,7.6909148749385166,0.8856322650666086
Australia,EVAGO Corporate Events,False,2024-04-30,20839.346230672352,18772.311800994008,1039732,24543,1166,141784.3947696576,0.023605121319724698,0.7648743756262074,7.55284678161749,0.9008109752197512
Australia,EVAGO Corporate Events,False,2024-05-31,25307.650219357296,23098.23204396367,1009058,27245,1399,201595.64234198845,0.02700043010411691,0.8477971019990337,8.727752061641965,0.9126976168769835
Australia,EVAGO Corporate Events,False,2024-06-30,22915.45109488321,20654.64276931526,1105495,26614,1460,238120.45589879068,0.024074283465777772,0.7760818655337514,11.528664937867857,0.9013413126275848
Australia,EVAGO Corporate Events,False,2024-07-31,24747.974451733902,21674.20936149553,849119,22827,1025,159256.40785459755,0.02688315771994267,0.9494988111225974,7.347737820486237,0.8757973063115467
Australia,EVAGO Corporate Events,False,2024-08-31,23557.214193820746,21205.105215621246,972000,23706,1266,186900.94006261232,0.02438888888888889,0.8945037212360266,8.813959570685236,0.9001533475542929
Australia,EVAGO Corporate Events,False,2024-09-30,27720.03522211197,24577.95653454465,1002259,26600,1280,190873.7716500539,0.026540046036004666,0.9239833283663402,7.766055383073782,0.886649542022915
Australia,EVAGO Corporate Events,False,2024-10-31,25515.06636807602,23211.808375724588,925349,22947,1110,147745.23293347325,0.024798211269477788,1.0115399998136831,6.365089291706734,0.9097294924055841
Australia,EVAGO Corporate Events,False,2024-11-30,22070.851560725874,20094.04433266928,1000697,22862,1053,148705.08760857364,0.022846076284829472,0.8789276674249532,7.4004558339112485,0.9104335769457017
Australia,EVAGO Corporate Events,False,2024-12-31,22184.926827949927,19725.362519178187,1034836,24327,1146,154962.66921645316,0.023508072776749166,0.8108423775713481,7.856011217324351,0.8891335397296406
Australia,EVAGO Crowd Control,False,2023-01-31,25045.35385929686,22323.775023542647,1022686,25791,1471,229064.31536390202,0.025218884388756666,0.8655645389299619,10.261002680878608,0.8913339834987414
Australia,EVAGO Crowd Control,False,2023-02-28,18667.2990892106,16659.23074442493,948499,23988,1175,159460.04292860578,0.02529048528253588,0.6944818552786781,9.571873117969126,0.8924285545975797
Australia,EVAGO Crowd Control,False,2023-03-31,28936.195253817288,25643.000353609437,926529,26691,1448,184863.67173092137,0.028807517087970264,0.9607358418047071,7.209127995230888,0.8861911570847101
Australia,EVAGO Crowd Control,False,2023-04-30,27180.503658965656,24913.007341775683,858162,21624,1056,145652.25112616122,0.025198039530997644,1.1520998585726823,5.846433918153368,0.9165763686486352
Australia,EVAGO Crowd Control,False,2023-05-31,25027.788091379265,23200.186731464302,1012279,27227,1513,215721.52765715975,0.02689673499104496,0.8521022048504904,9.29826686974878,0.9269771122704817
Australia,EVAGO Crowd Control,False,2023-06-30,23688.28003427835,21099.362086236004,947912,23374,1180,179273.05588804994,0.024658407109520716,0.9026851239084455,8.496610236619299,0.8907089098788081
Australia,EVAGO Crowd Control,False,2023-07-31,23702.652386228678,21385.36822761571,1094741,26994,1422,229390.50287974227,0.02465788711667874,0.7922267254803181,10.726516393742612,0.9022352384512327
Australia,EVAGO Crowd Control,False,2023-08-31,25835.226254737318,24464.883391870597,928823,24336,1249,220531.9082201987,0.026200901571128192,1.0052959973648339,9.014222740725547,0.9469583564178988
Australia,EVAGO Crowd Control,False,2023-09-30,29327.753174460766,25999.710499217515,913820,22339,1203,172086.98642505414,0.024445733295397343,1.1638708312465873,6.618803945152899,0.8865224125610351
Australia,EVAGO Crowd Control,False,2023-10-31,22391.099135695804,19482.366772521702,1009220,26502,1556,231588.51688041192,0.026259883870712035,0.7351281704219191,11.88708330894626,0.8700942572963284
Australia,EVAGO Crowd Control,False,2023-11-30,22017.832059905668,20243.84436126075,997561,22650,1102,173966.4963603119,0.022705378417961407,0.8937679629695696,8.59355037787287,0.9194295017866297
Australia,EVAGO Crowd Control,False,2023-12-31,24923.14660656948,21794.0408343878,946261,23954,1023,170460.56441321678,0.025314368868631382,0.9098288734402522,7.821429982101116,0.8744498107892653
Australia,EVAGO Crowd Control,False,2024-01-31,25254.536905427907,22060.40459366095,1048872,25444,1234,169509.43805609288,0.024258441449480965,0.8670179450424835,7.683877117321836,0.8735224358408074
Australia,EVAGO Crowd Control,False,2024-02-29,27804.4461683477,24974.426018330298,1029602,25094,1052,157632.04490836905,0.02437252452889563,0.9952349572937873,6.311738447669348,0.8982169926031806
Australia,EVAGO Crowd Control,False,2024-03-31,21463.265207785746,18735.978211807265,1080486,28993,1481,231824.67475443467,0.02683329538744602,0.6462241993518182,12.373235714393637,0.8729323348719018
Australia,EVAGO Crowd Control,False,2024-04-30,18601.776488537762,17031.659372364862,947435,28054,1469,190792.3796583991,0.029610474597201918,0.6071027080760271,11.202219084299793,0.9155931629895461
Australia,EVAGO Crowd Control,False,2024-05-31,24272.07462165571,22034.682329176438,1045259,26648,1403,213971.5683392357,0.025494159820676023,0.8268794029261647,9.710671801059409,0.9078203108982265
Australia,EVAGO Crowd Control,False,2024-06-30,25654.105000097043,22869.348286898723,994288,27077,1181,167597.071060616,0.02723255233896014,0.8446042134246307,7.328458553260487,0.8914498590698141
Australia,EVAGO Crowd Control,False,2024-07-31,25167.23365642492,22802.35911318559,950741,24129,1278,178848.60726278016,0.025379151630149536,0.9450188202240287,7.8434256023693605,0.9060335921093337
Australia,EVAGO Crowd Control,False,2024-08-31,19748.31006642991,18062.135147116416,1135281,26851,1259,172545.99426654854,0.023651413174359474,0.6726801663668547,9.552912369504398,0.9146167487931124
Australia,EVAGO Crowd Control,False,2024-09-30,23292.23953855241,21025.78046438518,806968,20380,1043,150655.04853949742,0.025255028700022802,1.0316869707745429,7.165253570239004,0.902694669165845
Australia,EVAGO Crowd Control,False,2024-10-31,24141.738451011584,22795.44530986809,936360,21625,1014,170498.05004442582,0.023094749882523816,1.0541246386066168,7.479478804944321,0.9442337947668767
Australia,EVAGO Crowd Control,False,2024-11-30,24269.320683993,21797.523522849864,802725,20064,920,128580.42209671247,0.02499486125385406,1.0863996971117356,5.8988546089616305,0.8981513659435294
Australia,EVAGO Crowd Control,False,2024-12-31,20438.152808368613,18145.7740882087,994558,26109,1228,200468.75732751164,0.026251862636467657,0.6950007310968899,11.047682857342426,0.887838262995016
Australia,EVAGO Event Infrastructure,False,2023-01-31,26323.989867157317,24028.152215542184,1119098,26612,1460,220909.40093790606,0.023779865570307517,0.9029066667496687,9.193773992950433,0.9127853466286471
Australia,EVAGO Event Infrastructure,False,2023-02-28,27505.48196820971,25727.434637061448,904185,23990,1191,182236.0016186335,0.02653218091430404,1.07242328624683,7.083333577150165,0.9353566197020908
Australia,EVAGO Event Infrastructure,False,2023-03-31,22142.208061639867,19816.17323397013,1075295,24161,1247,174443.1234604198,0.022469182875396985,0.8201718982645639,8.803068150483183,0.8949501864857163
Australia,EVAGO Event Infrastructure,False,2023-04-30,22979.35450419416,20966.395482891046,912500,21252,1123,150374.92183132403,0.02328986301369863,0.986561052272306,7.1721876063070855,0.9124014114088491
Australia,EVAGO Event Infrastructure,False,2023-05-31,24288.32803039335,21333.82958699129,853855,21706,933,134340.734290304,0.025421178068875862,0.9828540305441487,6.297075437980475,0.8783572735140546
Australia,EVAGO Event Infrastructure,False,2023-06-30,24498.15896493553,22567.422679395368,901451,21434,1096,168640.06829374778,0.023777221390846537,1.0528796621906955,7.472721661198842,0.9211885150919444
Australia,EVAGO Event Infrastructure,False,2023-07-31,27690.079834057287,24343.550811786212,934270,22974,1256,172545.9914291558,0.024590321855566376,1.0596130761637594,7.087954948035587,0.8791433956736004
Australia,EVAGO Event Infrastructure,False,2023-08-31,23976.861154885635,21309.90565722918,1036529,23554,1069,205926.35392643354,0.02272391799939992,0.9047255522301597,9.66340992957775,0.8887696149871969
Australia,EVAGO Event Infrastructure,False,2023-09-30,21632.234322410546,19373.65387601436,941033,23712,1325,202879.19984849103,0.025197841095902056,0.81704005887375,10.471912069187246,0.8955919017548574
Australia,EVAGO Event Infrastructure,False,2023-10-31,27257.024746877847,24234.81318424082,1170533,32048,1593,234116.766395354,0.027378980344851447,0.7562036065976291,9.660349539958212,0.8891217368475549
Australia,EVAGO Event Infrastructure,False,2023-11-30,21914.10528226051,20290.93090668606,993664,21907,1113,157317.5782871182,0.022046687813989437,0.9262304700180791,7.75309812105666,0.9259301552736259
Australia,EVAGO Event Infrastructure,False,2023-12-31,24766.205650541222,22352.565106833805,914078,23294,1244,178959.21612235514,0.02548360205584206,0.95958466157954,8.006204892683314,0.9025429822490927
Australia,EVAGO Event Infrastructure,False,2024-01-31,19192.154666843537,17639.662514749376,1082116,27979,1336,219101.81364467664,0.02585582322043108,0.6304607925497472,12.420975370785865,0.919107980367819
Australia,EVAGO Event Infrastructure,False,2024-02-29,23101.25879202381,20712.984798616915,1002912,25311,1471,235747.43333450734,0.025237508375610222,0.8183392516540996,11.381625373000277,0.896617149095291
Australia,EVAGO Event Infrastructure,False,2024-03-31,21175.368964294914,19144.918531462998,972473,21174,1026,165590.45674649157,0.02177335514713519,0.9041710839455463,8.649316343360676,0.9041126302802287
Australia,EVAGO Event Infrastructure,False,2024-04-30,21757.242456503234,20056.929871203163,860231,22362,1020,139253.70202451566,0.025995343111327073,0.8969202160452179,6.942922118127853,0.921850731373734
Australia,EVAGO Event Infrastructure,False,2024-05-31,21761.31640508536,18483.18112924345,874816,22854,1107,143464.29109681046,0.026124350720608678,0.8087503775813184,7.761883092181908,0.849359514157156
Australia,EVAGO Event Infrastructure,False,2024-06-30,24646.681600779993,22872.478123079298,1079773,27535,1386,226874.63010917068,0.0255007302460795,0.8306692617788014,9.919110158870131,0.9280145089534265
Australia,EVAGO Event Infrastructure,False,2024-07-31,19742.991375586513,18202.56913405588,931327,23734,1176,164243.68823863016,0.02548406735765204,0.7669406393383281,9.023104762247016,0.9219762490786749
Australia,EVAGO Event Infrastructure,False,2024-08-31,26238.44567001044,24136.115266529698,869811,21043,963,128386.47449529512,0.024192611958230005,1.1469902231872688,5.319268369310973,0.9198759549280914
Australia,EVAGO Event Infrastructure,False,2024-09-30,22808.039076443965,20943.919225913865,1035961,26605,1269,205058.17980247102,0.025681468703937695,0.7872174112352515,9.790821745948723,0.9182691749921038
Australia,EVAGO Event Infrastructure,False,2024-10-31,26780.60362064603,24219.57340598971,1002701,22381,1030,150658.3154647195,0.022320711757542876,1.082148849738158,6.220518955443715,0.9043699592834443
Australia,EVAGO Event Infrastructure,False,2024-11-30,27151.81961375836,25138.744861011673,1008810,23720,1213,156525.571146503,0.02351285177585472,1.0598121779515883,6.226467232628727,0.9258585692825307
Australia,EVAGO Event Infrastructure,False,2024-12-31,25827.38881734488,24286.76788193214,1030300,23575,1388,181461.7628062543,0.022881684946132193,1.0301916386821692,7.471630794530328,0.9403493343323153
Australia,EVAGO Festival Equipment,False,2023-01-31,24811.227190549827,22622.779115912585,898783,23219,1023,167667.50840828623,0.02583382195702411,0.9743218534782973,7.411446115846615,0.911796056767769
Australia,EVAGO Festival Equipment,False,2023-02-28,20501.247940542387,18902.248482761675,876644,21255,1064,166835.1160498747,0.02424587403780782,0.8893083266413397,8.826204787331182,0.9220047744206538
Australia,EVAGO Festival Equipment,False,2023-03-31,25126.38193455177,21965.31212624064,1002737,27847,1302,234540.25919123256,0.027770990798185367,0.7887855828721456,10.67775672129154,0.8741931959585362
Australia,EVAGO Festival Equipment,False,2023-04-30,26419.018296714832,24423.682241985818,883634,24295,1214,192207.29594369692,0.02749441510851778,1.0052966553606018,7.8697099822761665,0.924473497375293
Australia,EVAGO Festival Equipment,False,2023-05-31,24584.84396061791,22109.374236486823,1195577,28098,1406,223538.22415241078,0.02350162306568293,0.7868664757807254,10.110563137671642,0.8993091138550033
Australia,EVAGO Festival Equipment,False,2023-06-30,26825.490302327154,23351.270783144402,961275,23796,1174,181066.9889814562,0.02475462276663806,0.9813107574022694,7.754052902001179,0.8704881260313309
Australia,EVAGO Festival Equipment,False,2023-07-31,26750.460387148654,23592.860637728718,1087639,27550,1301,196800.08262140414,0.02533009573948709,0.8563651774130207,8.341509986571516,0.881960919411432
Australia,EVAGO Festival Equipment,False,2023-08-31,25563.28811551075,22279.539113676878,936132,20371,1115,184452.1731158269,0.021760820055291348,1.093689024283387,8.278994110905828,0.8715443417530694
Australia,EVAGO Festival Equipment,False,2023-09-30,20236.056441677138,18377.57419916085,841857,21929,1010,173009.1177274824,0.02604836688416204,0.8380488941201536,9.414143338644896,0.9081598606985176
Australia,EVAGO Festival Equipment,False,2023-10-31,24009.808553876286,21491.96586262135,1051888,25426,1210,215639.5778355052,0.0241717749418189,0.8452751460167289,10.03349713162088,0.895132746035643
Australia,EVAGO Festival Equipment,False,2023-11-30,29826.29624654443,25590.511296272038,918772,23693,1016,141940.12357909064,0.025787681818775495,1.0800874222881036,5.546591935416629,0.8579848830287423
Australia,EVAGO Festival Equipment,False,2023-12-31,24157.47440723363,21664.259110344432,965901,23843,1305,199003.3023126526,0.02468472441792689,0.9086213610008989,9.185788505346617,0.8967932137747546
Australia,EVAGO Festival Equipment,False,2024-01-31,24693.0802843764,21584.705696667814,1038889,23880,1226,173861.50444892852,0.022986093798278737,0.9038821481016672,8.054847116853152,0.8741196095460277
Australia,EVAGO Festival Equipment,False,2024-02-29,19520.777170023965,18062.105409617092,946566,20016,1020,136395.43584687548,0.021145910586266567,0.9023833637898228,7.551469374896478,0.9252759381605562
Australia,EVAGO Festival Equipment,False,2024-03-31,25849.768165148944,22718.62416021999,1148243,29735,1203,175303.87932941594,0.025896086455567333,0.7640364607439042,7.716307030439401,0.8788714860061914
Australia,EVAGO Festival Equipment,False,2024-04-30,23981.469941908315,21308.248560961452,1040160,22385,1169,170736.08193300854,0.02152072758037225,0.9518985285218429,8.012675534760362,0.8885297111719023
Australia,EVAGO Festival Equipment,False,2024-05-31,29175.401790545704,26423.625656725057,1063067,24545,1193,176251.85178455376,0.023088855170934664,1.0765380182002469,6.670237236716833,0.9056816371004577
Australia,EVAGO Festival Equipment,False,2024-06-30,22760.18162342855,20429.753048678824,1170659,32307,1417,247653.70365697047,0.027597276405853455,0.6323630497625538,12.12220740343144,0.8976094034174638
Australia,EVAGO Festival Equipment,False,2024-07-31,24494.36505303479,21752.00139629631,1149424,29256,1478,206865.6531113138,0.025452748507078328,0.743505653414558,9.510189400159591,0.8880410392022507
Australia,EVAGO Festival Equipment,False,2024-08-31,26688.276806627295,24695.23917806965,1087329,27781,1308,181164.95690159537,0.02554976460666459,0.8889254950530812,7.33602762845387,0.9253216068239096
Australia,EVAGO Festival Equipment,False,2024-09-30,22013.746222004927,19460.066889842532,949138,23142,1123,159295.0937241015,0.024382123568964683,0.8408982322116728,8.185742352573717,0.8839961492056386
Australia,EVAGO Festival Equipment,False,2024-10-31,24604.314479945846,22329.62143648362,972474,24913,1256,143534.10772298992,0.025618165627050184,0.8963039953632087,6.42796870207904,0.9075490176604493
Australia,EVAGO Festival Equipment,False,2024-11-30,22058.699443388992,18849.93969541526,874341,21053,1009,155119.69353363544,0.024078706134105572,0.895356466794056,8.229187787341521,0.8545354064862878
Australia,EVAGO Festival Equipment,False,2024-12-31,23915.215341758325,21745.04561395987,1121453,28319,1334,205052.91699013245,0.025252061388216892,0.7678606452897302,9.429868330949498,0.9092556894518475
Australia,EVAGO Sports Events,False,2023-01-31,24871.85518529629,22735.820407437022,1081488,28225,1521,233656.0709258825,0.02609830159927803,0.8055206521678308,10.277001961602943,0.9141183976046128
Australia,EVAGO Sports Events,False,2023-02-28,17739.05473283651,16048.421504742295,908000,23535,1148,191733.39637578375,0.025919603524229076,0.6818959636601782,11.947180993415875,0.9046942887568463
Australia,EVAGO Sports Events,False,2023-03-31,24951.37074942696,21676.74672323065,950586,25047,1146,162426.56260982435,0.026349009979107624,0.8654428363968001,7.493124530340809,0.868759754360529
Australia,EVAGO Sports Events,False,2023-04-30,22815.092236179007,19001.12928302338,910395,21299,1231,146890.086927471,0.023395339385651283,0.8921136805964308,7.730597731299604,0.8328315786027093
Australia,EVAGO Sports Events,False,2023-05-31,27362.918306969477,24166.36623962529,921873,24401,1099,176776.80321779224,0.026468938780070575,0.9903842563675789,7.3149931381877975,0.8831794170678787
Australia,EVAGO Sports Events,False,2023-06-30,22551.864940838317,19885.042836911092,871378,21184,1058,176391.38640370665,0.024310919027104194,0.9386821580868152,8.870556017927441,0.8817471587860577
Australia,EVAGO Sports Events,False,2023-07-31,23800.649248510643,20809.92563840339,1050887,29111,1388,197905.5971538554,0.02770136085040542,0.7148475022638656,9.510153980974984,0.8743427719605422
Australia,EVAGO Sports Events,False,2023-08-31,19583.64902889254,17395.331615484374,988714,24702,1342,235716.14222106346,0.024983969074980225,0.704207417030377,13.550540307678977,0.8882579334331587
Australia,EVAGO Sports Events,False,2023-09-30,22867.024770010412,20653.664440116136,902871,21524,869,121026.73372837214,0.023839507526545876,0.9595644136831507,5.859818923623977,0.90320733229812
Australia,EVAGO Sports Events,False,2023-10-31,22208.364895585997,20914.774030220244,1025674,26735,1312,215004.71725155224,0.026065786984948432,0.7822993839618568,10.280040173558028,0.9417520888436564
Australia,EVAGO Sports Events,False,2023-11-30,21755.82897410983,19419.93621613455,892140,22412,1143,158959.90963872228,0.025121617683323244,0.8664972432685414,8.185398132598117,0.8926314064724873
Australia,EVAGO Sports Events,False,2023-12-31,25263.430133582202,22810.997815100574,1031946,26873,1393,196386.51945995225,0.02604109129741285,0.8488444838723096,8.609291055648034,0.9029256001455774
Australia,EVAGO Sports Events,False,2024-01-31,23841.165034601894,22300.85508598255,1022107,25864,1375,194109.6521258169,0.025304591397965183,0.8622353497518771,8.70413494807321,0.9353928406441625
Australia,EVAGO Sports Events,False,2024-02-29,20912.164926660687,19729.47220530875,1016001,26060,1230,179669.40392488433,0.025649581053561955,0.7570787492443879,9.10665029734244,0.9434447497186609
Australia,EVAGO Sports Events,False,2024-03-31,25881.699633765944,22867.58012340073,866371,21432,995,160105.46081785057,0.024737670120537274,1.0669830218085448,7.001416851012246,0.8835424429996508
Australia,EVAGO Sports Events,False,2024-04-30,23798.904278156602,20839.03951328404,990036,23258,1002,125062.16307482144,0.023492075035655268,0.8959944755905082,6.001340080722022,0.8756302084214347
Australia,EVAGO Sports Events,False,2024-05-31,25036.654388170708,23043.238922508077,965232,24666,1277,200070.41898798425,0.0255544780943856,0.9342106106587236,8.682391379996512,0.9203801180957917
Australia,EVAGO Sports Events,False,2024-06-30,26922.161719876876,24483.254119203124,905300,23628,1037,179844.91734876952,0.026099635479951398,1.0361966361606199,7.3456296484588,0.9094089239173879
Australia,EVAGO Sports Events,False,2024-07-31,25850.756920241794,22659.11928645272,1043160,26541,1165,168744.91346219587,0.025442885079949386,0.8537402240478023,7.447108218503618,0.876536008456683
Australia,EVAGO Sports Events,False,2024-08-31,24182.524973478423,22571.758477014355,910247,21029,1020,164976.73027195115,0.023102520524648805,1.0733633780500431,7.3089888162658205,0.9333913022634884
Australia,EVAGO Sports Events,False,2024-09-30,22760.811993248884,20076.87027414094,875324,20133,929,127891.46125725894,0.02300062605389547,0.9972120535509332,6.37008953641462,0.882080581312124
Australia,EVAGO Sports Events,False,2024-10-31,23254.592813546253,21473.347219455656,1063250,24242,1167,164496.58723575354,0.022799905948742063,0.8857910741463434,7.660500505795085,0.9234024173902978
Australia,EVAGO Sports Events,False,2024-11-30,20959.09126979252,18221.016793404247,870070,21238,978,140827.22914224258,0.024409530267679613,0.857944099887195,7.728834825135558,0.8693610118328676
Australia,EVAGO Sports Events,False,2024-12-31,24352.171232545803,22197.294021043836,1099723,29988,1522,208830.5517026301,0.02726868493247845,0.740205883054683,9.407928349493917,0.911511906231094
Australia,EVAGO-Mojo Brand Transition,True,2023-01-31,24497.003195597812,22038.935061737593,1100087,30081,1418,194846.63817776047,0.027344200958651452,0.7326530056094409,8.84101875303581,0.8996584147769576
Australia,EVAGO-Mojo Brand Transition,True,2023-02-28,22218.17971234403,19366.929102940518,1013655,26325,1502,215315.7752516887,0.025970374535714814,0.735685815876183,11.11770348862365,0.8716703777573909
Australia,EVAGO-Mojo Brand Transition,True,2023-03-31,23093.996281481366,20204.103892606043,1228168,29210,1478,240306.17558589595,0.023783391197295483,0.6916844879358454,11.893928919749772,0.8748639103578331
Australia,EVAGO-Mojo Brand Transition,True,2023-04-30,26468.67807582598,24257.244978957056,1081404,27474,1339,167604.3015329286,0.02540586126923888,0.8829163929153766,6.909453306767682,0.9164509428641001
