country,competitor,is_mojo_competitor,keyword,date,ranking,search_volume,estimated_traffic,market_share,avg_ranking
Australia,AussieEvents,False,construction barriers,2024-10-31,18.612903225806452,57541,1110,0.14708564556601347,18.612903225806452
Australia,AussieEvents,False,construction barriers,2024-11-30,15.6,60216,1243,0.14837271726683177,15.6
Australia,AussieEvents,False,construction barriers,2024-12-31,14.064516129032258,55145,2097,0.15643953769416152,14.064516129032258
Australia,AussieEvents,False,crowd control barriers,2023-01-31,14.193548387096774,55854,2604,0.14232173031808978,14.193548387096774
Australia,AussieEvents,False,crowd control barriers,2023-02-28,17.321428571428573,57587,1852,0.1527568894364441,17.321428571428573
Australia,AussieEvents,False,crowd control barriers,2023-03-31,16.516129032258064,69838,2601,0.15869555401669916,16.516129032258064
Australia,AussieEvents,False,crowd control barriers,2023-04-30,12.133333333333333,59400,2218,0.15725024322586204,12.133333333333333
Australia,AussieEvents,False,crowd control barriers,2023-05-31,15.516129032258064,56232,1604,0.1517618089041752,15.516129032258064
Australia,AussieEvents,False,crowd control barriers,2023-06-30,14.433333333333334,52325,2100,0.1367033564625754,14.433333333333334
Australia,AussieEvents,False,crowd control barriers,2023-07-31,12.193548387096774,62347,2110,0.15974619845243365,12.193548387096774
Australia,AussieEvents,False,crowd control barriers,2023-08-31,13.483870967741936,57814,2419,0.14386301875008886,13.483870967741936
Australia,AussieEvents,False,crowd control barriers,2023-09-30,15.033333333333333,59535,2469,0.13717698767878575,15.033333333333333
Australia,AussieEvents,False,crowd control barriers,2023-10-31,14.35483870967742,68618,3533,0.14956969877437695,14.35483870967742
Australia,AussieEvents,False,crowd control barriers,2023-11-30,18.2,75969,1693,0.12874969875630327,18.2
Australia,AussieEvents,False,crowd control barriers,2023-12-31,14.451612903225806,66739,3070,0.1401533916176213,14.451612903225806
Australia,AussieEvents,False,crowd control barriers,2024-01-31,14.741935483870968,70036,1881,0.14622008376127815,14.741935483870968
Australia,AussieEvents,False,crowd control barriers,2024-02-29,15.241379310344827,60330,2007,0.16187945792153896,15.241379310344827
Australia,AussieEvents,False,crowd control barriers,2024-03-31,13.935483870967742,63695,2213,0.16869708531149302,13.935483870967742
Australia,AussieEvents,False,crowd control barriers,2024-04-30,16.4,59584,1851,0.16195284489888306,16.4
Australia,AussieEvents,False,crowd control barriers,2024-05-31,18.806451612903224,66279,1889,0.13816045285526735,18.806451612903224
Australia,AussieEvents,False,crowd control barriers,2024-06-30,18.266666666666666,65012,1684,0.14790026436944992,18.266666666666666
Australia,AussieEvents,False,crowd control barriers,2024-07-31,15.35483870967742,58097,2964,0.12722369871583994,15.35483870967742
Australia,AussieEvents,False,crowd control barriers,2024-08-31,16.161290322580644,60856,1794,0.15824208270563236,16.161290322580644
Australia,AussieEvents,False,crowd control barriers,2024-09-30,15.6,49386,1570,0.1283288608260649,15.6
Australia,AussieEvents,False,crowd control barriers,2024-10-31,14.64516129032258,60682,3464,0.1552163983158267,14.64516129032258
Australia,AussieEvents,False,crowd control barriers,2024-11-30,16.066666666666666,65423,2679,0.16000915162254792,16.066666666666666
Australia,AussieEvents,False,crowd control barriers,2024-12-31,11.32258064516129,67320,2218,0.15890043738470047,11.32258064516129
Australia,AussieEvents,False,crowd management,2023-01-31,14.193548387096774,56918,2273,0.1281183391255186,14.193548387096774
Australia,AussieEvents,False,crowd management,2023-02-28,15.75,56496,2469,0.16066234973260504,15.75
Australia,AussieEvents,False,crowd management,2023-03-31,17.032258064516128,61613,2211,0.13501114215762555,17.032258064516128
Australia,AussieEvents,False,crowd management,2023-04-30,15.433333333333334,68520,3159,0.16493649452601183,15.433333333333334
Australia,AussieEvents,False,crowd management,2023-05-31,15.774193548387096,62723,2090,0.1388818744325252,15.774193548387096
Australia,AussieEvents,False,crowd management,2023-06-30,16.366666666666667,69197,1779,0.15678407185027457,16.366666666666667
Australia,AussieEvents,False,crowd management,2023-07-31,17.483870967741936,59241,1164,0.14806828799877547,17.483870967741936
Australia,AussieEvents,False,crowd management,2023-08-31,12.0,54812,3587,0.1578477310686114,12.0
Australia,AussieEvents,False,crowd management,2023-09-30,14.6,56107,2729,0.14400980250146192,14.6
Australia,AussieEvents,False,crowd management,2023-10-31,14.709677419354838,56335,2014,0.14326051050640157,14.709677419354838
Australia,AussieEvents,False,crowd management,2023-11-30,16.233333333333334,67649,2322,0.16856783254705746,16.233333333333334
Australia,AussieEvents,False,crowd management,2023-12-31,15.516129032258064,59063,2297,0.14137804055990247,15.516129032258064
Australia,AussieEvents,False,crowd management,2024-01-31,12.161290322580646,61889,1965,0.1447189320168772,12.161290322580646
Australia,AussieEvents,False,crowd management,2024-02-29,15.310344827586206,59423,1400,0.15429654156112646,15.310344827586206
Australia,AussieEvents,False,crowd management,2024-03-31,16.870967741935484,80174,1908,0.14301892408757735,16.870967741935484
Australia,AussieEvents,False,crowd management,2024-04-30,14.666666666666666,60989,2111,0.1398546722617481,14.666666666666666
Australia,AussieEvents,False,crowd management,2024-05-31,14.838709677419354,63690,2086,0.148010402164992,14.838709677419354
Australia,AussieEvents,False,crowd management,2024-06-30,14.833333333333334,62040,1905,0.16263113808306998,14.833333333333334
Australia,AussieEvents,False,crowd management,2024-07-31,16.451612903225808,64374,1794,0.15107085260827524,16.451612903225808
Australia,AussieEvents,False,crowd management,2024-08-31,14.935483870967742,62546,2413,0.14140636018177613,14.935483870967742
Australia,AussieEvents,False,crowd management,2024-09-30,16.066666666666666,60647,2277,0.15460973256885627,16.066666666666666
Australia,AussieEvents,False,crowd management,2024-10-31,18.258064516129032,65585,2176,0.1430256418825121,18.258064516129032
Australia,AussieEvents,False,crowd management,2024-11-30,17.1,57924,1095,0.1441414020197071,17.1
Australia,AussieEvents,False,crowd management,2024-12-31,13.612903225806452,60530,1534,0.14076202710074315,13.612903225806452
Australia,AussieEvents,False,evago mojo barriers,2023-01-31,14.67741935483871,72107,2003,0.14699371018107046,14.67741935483871
Australia,AussieEvents,False,evago mojo barriers,2023-02-28,15.214285714285714,64397,1380,0.17583777359373062,15.214285714285714
Australia,AussieEvents,False,evago mojo barriers,2023-03-31,13.935483870967742,62084,1929,0.16344617247423715,13.935483870967742
Australia,AussieEvents,False,evago mojo barriers,2023-04-30,14.666666666666666,69257,2837,0.15072701594722168,14.666666666666666
Australia,AussieEvents,False,evago mojo barriers,2023-05-31,18.06451612903226,71440,1378,0.13970243301509763,18.06451612903226
Australia,AussieEvents,False,evago mojo barriers,2023-06-30,13.633333333333333,62280,1643,0.12627136347978307,13.633333333333333
Australia,AussieEvents,False,evago mojo barriers,2023-07-31,14.548387096774194,67840,3400,0.15068322845443552,14.548387096774194
Australia,AussieEvents,False,evago mojo barriers,2023-08-31,16.806451612903224,55668,1441,0.1610625692838885,16.806451612903224
Australia,AussieEvents,False,evago mojo barriers,2023-09-30,14.566666666666666,61506,1935,0.13845463112518738,14.566666666666666
Australia,AussieEvents,False,evago mojo barriers,2023-10-31,14.903225806451612,76595,4035,0.15375719827815593,14.903225806451612
Australia,AussieEvents,False,evago mojo barriers,2023-11-30,13.933333333333334,70858,2994,0.14166805248087658,13.933333333333334
Australia,AussieEvents,False,evago mojo barriers,2023-12-31,14.419354838709678,63909,3109,0.14682507334691874,14.419354838709678
Australia,AussieEvents,False,evago mojo barriers,2024-01-31,17.741935483870968,56750,1425,0.17123937605237158,17.741935483870968
Australia,AussieEvents,False,evago mojo barriers,2024-02-29,14.172413793103448,71694,2567,0.15622609748179814,14.172413793103448
Australia,AussieEvents,False,evago mojo barriers,2024-03-31,13.32258064516129,64072,2781,0.15825736691210476,13.32258064516129
Australia,AussieEvents,False,evago mojo barriers,2024-04-30,15.8,54790,1358,0.17015150141155772,15.8
Australia,AussieEvents,False,evago mojo barriers,2024-05-31,16.967741935483872,57030,1097,0.14780871656001163,16.967741935483872
Australia,AussieEvents,False,evago mojo barriers,2024-06-30,15.6,60451,1467,0.16356440005754966,15.6
Australia,AussieEvents,False,evago mojo barriers,2024-07-31,14.709677419354838,67454,2621,0.12617310984599053,14.709677419354838
Australia,AussieEvents,False,evago mojo barriers,2024-08-31,14.451612903225806,60947,1403,0.13710641734003015,14.451612903225806
Australia,AussieEvents,False,evago mojo barriers,2024-09-30,14.366666666666667,62890,2812,0.1732476654712569,14.366666666666667
Australia,AussieEvents,False,evago mojo barriers,2024-10-31,17.451612903225808,67904,1653,0.14824187648537152,17.451612903225808
Australia,AussieEvents,False,evago mojo barriers,2024-11-30,13.9,69744,2291,0.1527678137763896,13.9
Australia,AussieEvents,False,evago mojo barriers,2024-12-31,14.32258064516129,79658,2317,0.1429166820759393,14.32258064516129
Australia,AussieEvents,False,evago mojo events,2023-01-31,14.548387096774194,69064,1477,0.14772584478217904,14.548387096774194
Australia,AussieEvents,False,evago mojo events,2023-02-28,16.0,55558,1325,0.13554802369767424,16.0
Australia,AussieEvents,False,evago mojo events,2023-03-31,16.677419354838708,64959,2225,0.1450737609828102,16.677419354838708
Australia,AussieEvents,False,evago mojo events,2023-04-30,16.7,63615,1687,0.16710672573717134,16.7
Australia,AussieEvents,False,evago mojo events,2023-05-31,13.67741935483871,70637,3245,0.14635968754023757,13.67741935483871
Australia,AussieEvents,False,evago mojo events,2023-06-30,15.733333333333333,69207,5208,0.1571622391696572,15.733333333333333
Australia,AussieEvents,False,evago mojo events,2023-07-31,18.193548387096776,65360,878,0.14679474683050517,18.193548387096776
Australia,AussieEvents,False,evago mojo events,2023-08-31,16.774193548387096,74073,2222,0.13530879976685084,16.774193548387096
Australia,AussieEvents,False,evago mojo events,2023-09-30,16.466666666666665,65103,1497,0.15961457752775257,16.466666666666665
Australia,AussieEvents,False,evago mojo events,2023-10-31,14.96774193548387,66270,2003,0.14860590694623813,14.96774193548387
Australia,AussieEvents,False,evago mojo events,2023-11-30,15.8,73189,2167,0.1567279751231047,15.8
Australia,AussieEvents,False,evago mojo events,2023-12-31,14.516129032258064,63250,2187,0.13523896025612642,14.516129032258064
Australia,AussieEvents,False,evago mojo events,2024-01-31,14.903225806451612,65102,1724,0.1663546225951023,14.903225806451612
Australia,AussieEvents,False,evago mojo events,2024-02-29,13.724137931034482,64187,3120,0.1587560204482959,13.724137931034482
Australia,AussieEvents,False,evago mojo events,2024-03-31,13.483870967741936,65251,3447,0.14807378675481173,13.483870967741936
Australia,AussieEvents,False,evago mojo events,2024-04-30,15.366666666666667,63433,2553,0.15244756778834642,15.366666666666667
Australia,AussieEvents,False,evago mojo events,2024-05-31,15.35483870967742,71087,2456,0.16536307744016496,15.35483870967742
Australia,AussieEvents,False,evago mojo events,2024-06-30,16.266666666666666,55875,1338,0.1523515478075897,16.266666666666666
Australia,AussieEvents,False,evago mojo events,2024-07-31,13.451612903225806,77693,3917,0.14678462851927074,13.451612903225806
Australia,AussieEvents,False,evago mojo events,2024-08-31,16.483870967741936,60609,1150,0.13993849231528313,16.483870967741936
Australia,AussieEvents,False,evago mojo events,2024-09-30,19.666666666666668,66337,1141,0.1384510855996431,19.666666666666668
Australia,AussieEvents,False,evago mojo events,2024-10-31,17.870967741935484,69613,1550,0.16122224696536247,17.870967741935484
Australia,AussieEvents,False,evago mojo events,2024-11-30,17.666666666666668,67973,2093,0.15586869030452646,17.666666666666668
Australia,AussieEvents,False,evago mojo events,2024-12-31,13.64516129032258,77076,3157,0.1251433422277107,13.64516129032258
Australia,AussieEvents,False,evago mojo partnership,2023-01-31,14.161290322580646,61701,2851,0.16248370144066537,14.161290322580646
Australia,AussieEvents,False,evago mojo partnership,2023-02-28,12.857142857142858,61139,2004,0.15498308318622153,12.857142857142858
Australia,AussieEvents,False,evago mojo partnership,2023-03-31,14.903225806451612,59311,3026,0.14568138013857332,14.903225806451612
Australia,AussieEvents,False,evago mojo partnership,2023-04-30,15.733333333333333,66496,1246,0.14682584029725604,15.733333333333333
Australia,AussieEvents,False,evago mojo partnership,2023-05-31,13.387096774193548,61619,3237,0.17007634955820225,13.387096774193548
Australia,AussieEvents,False,evago mojo partnership,2023-06-30,12.633333333333333,55824,4463,0.1542875560055768,12.633333333333333
Australia,AussieEvents,False,evago mojo partnership,2023-07-31,14.483870967741936,64132,2759,0.14006639163819481,14.483870967741936
Australia,AussieEvents,False,evago mojo partnership,2023-08-31,13.064516129032258,62435,2328,0.1526712912891465,13.064516129032258
Australia,AussieEvents,False,evago mojo partnership,2023-09-30,15.8,63437,1497,0.16286801486583602,15.8
Australia,AussieEvents,False,evago mojo partnership,2023-10-31,17.903225806451612,67568,1987,0.1533765749305767,17.903225806451612
Australia,AussieEvents,False,evago mojo partnership,2023-11-30,14.066666666666666,71778,3160,0.1614166547880257,14.066666666666666
Australia,AussieEvents,False,evago mojo partnership,2023-12-31,13.64516129032258,61409,1569,0.15689293441580235,13.64516129032258
Australia,AussieEvents,False,evago mojo partnership,2024-01-31,14.741935483870968,61871,1474,0.13948643860880267,14.741935483870968
Australia,AussieEvents,False,evago mojo partnership,2024-02-29,15.655172413793103,66085,1911,0.15725262750970637,15.655172413793103
Australia,AussieEvents,False,evago mojo partnership,2024-03-31,16.677419354838708,59288,1900,0.1476879481945501,16.677419354838708
Australia,AussieEvents,False,evago mojo partnership,2024-04-30,16.4,68897,1551,0.14011583809913603,16.4
Australia,AussieEvents,False,evago mojo partnership,2024-05-31,16.93548387096774,61650,2287,0.1565702718347811,16.93548387096774
Australia,AussieEvents,False,evago mojo partnership,2024-06-30,16.933333333333334,51790,1420,0.1529219999765951,16.933333333333334
Australia,AussieEvents,False,evago mojo partnership,2024-07-31,15.451612903225806,58689,1475,0.15617683378549688,15.451612903225806
Australia,AussieEvents,False,evago mojo partnership,2024-08-31,13.451612903225806,69224,2757,0.1503115404990215,13.451612903225806
Australia,AussieEvents,False,evago mojo partnership,2024-09-30,13.5,67352,2905,0.14965899857779877,13.5
Australia,AussieEvents,False,evago mojo partnership,2024-10-31,15.129032258064516,55771,1656,0.13537771139217697,15.129032258064516
Australia,AussieEvents,False,evago mojo partnership,2024-11-30,14.533333333333333,62413,1776,0.1307332233094172,14.533333333333333
Australia,AussieEvents,False,evago mojo partnership,2024-12-31,14.774193548387096,67976,3718,0.15906673232083327,14.774193548387096
Australia,AussieEvents,False,evago mojo rental,2023-01-31,17.06451612903226,63226,1758,0.1454626349177583,17.06451612903226
Australia,AussieEvents,False,evago mojo rental,2023-02-28,12.928571428571429,63321,2761,0.16474218087859124,12.928571428571429
Australia,AussieEvents,False,evago mojo rental,2023-03-31,14.774193548387096,58007,1295,0.1447527001421821,14.774193548387096
Australia,AussieEvents,False,evago mojo rental,2023-04-30,17.533333333333335,59327,1164,0.14645946382282887,17.533333333333335
Australia,AussieEvents,False,evago mojo rental,2023-05-31,15.290322580645162,65379,1944,0.14015541919839053,15.290322580645162
Australia,AussieEvents,False,evago mojo rental,2023-06-30,16.4,62180,2447,0.1462551336099909,16.4
Australia,AussieEvents,False,evago mojo rental,2023-07-31,16.35483870967742,57938,1288,0.1502643537499578,16.35483870967742
Australia,AussieEvents,False,evago mojo rental,2023-08-31,16.838709677419356,58408,1860,0.1443119319402336,16.838709677419356
Australia,AussieEvents,False,evago mojo rental,2023-09-30,15.233333333333333,57856,1815,0.15677903515064345,15.233333333333333
Australia,AussieEvents,False,evago mojo rental,2023-10-31,12.64516129032258,64766,3652,0.14974098000753075,12.64516129032258
Australia,AussieEvents,False,evago mojo rental,2023-11-30,14.066666666666666,66097,1829,0.14281516930604918,14.066666666666666
Australia,AussieEvents,False,evago mojo rental,2023-12-31,17.129032258064516,66174,2286,0.1747639047072452,17.129032258064516
Australia,AussieEvents,False,evago mojo rental,2024-01-31,14.387096774193548,68504,1951,0.16657338515667752,14.387096774193548
Australia,AussieEvents,False,evago mojo rental,2024-02-29,16.310344827586206,49119,1300,0.1516768072623555,16.310344827586206
Australia,AussieEvents,False,evago mojo rental,2024-03-31,16.677419354838708,61048,1633,0.13982018449697362,16.677419354838708
Australia,AussieEvents,False,evago mojo rental,2024-04-30,17.533333333333335,64232,1291,0.17140904575981583,17.533333333333335
Australia,AussieEvents,False,evago mojo rental,2024-05-31,13.741935483870968,65509,2225,0.15263383762766886,13.741935483870968
Australia,AussieEvents,False,evago mojo rental,2024-06-30,13.5,68160,2146,0.14781576439984867,13.5
Australia,AussieEvents,False,evago mojo rental,2024-07-31,14.387096774193548,63281,2324,0.1424092656688579,14.387096774193548
Australia,AussieEvents,False,evago mojo rental,2024-08-31,16.677419354838708,60762,2224,0.14144585706357946,16.677419354838708
Australia,AussieEvents,False,evago mojo rental,2024-09-30,14.966666666666667,59264,1284,0.13993387612216884,14.966666666666667
Australia,AussieEvents,False,evago mojo rental,2024-10-31,14.483870967741936,61554,1868,0.1395513301252649,14.483870967741936
Australia,AussieEvents,False,evago mojo rental,2024-11-30,18.1,55988,1156,0.15206763961265543,18.1
Australia,AussieEvents,False,evago mojo rental,2024-12-31,18.774193548387096,74057,1622,0.1667865188811815,18.774193548387096
Australia,AussieEvents,False,event barrier hire,2023-01-31,14.064516129032258,57702,2314,0.13462558451112483,14.064516129032258
Australia,AussieEvents,False,event barrier hire,2023-02-28,16.214285714285715,50888,1938,0.13862371514485833,16.214285714285715
Australia,AussieEvents,False,event barrier hire,2023-03-31,14.67741935483871,73718,3420,0.15761304088602673,14.67741935483871
Australia,AussieEvents,False,event barrier hire,2023-04-30,16.666666666666668,69792,3152,0.14080423698673958,16.666666666666668
Australia,AussieEvents,False,event barrier hire,2023-05-31,15.903225806451612,57086,1771,0.14818371281843618,15.903225806451612
Australia,AussieEvents,False,event barrier hire,2023-06-30,16.666666666666668,64706,2753,0.14829326625860575,16.666666666666668
Australia,AussieEvents,False,event barrier hire,2023-07-31,16.806451612903224,77207,2299,0.13628044850601634,16.806451612903224
Australia,AussieEvents,False,event barrier hire,2023-08-31,15.67741935483871,61876,2308,0.16190443646760908,15.67741935483871
Australia,AussieEvents,False,event barrier hire,2023-09-30,15.666666666666666,71601,2902,0.14098161101647697,15.666666666666666
Australia,AussieEvents,False,event barrier hire,2023-10-31,16.06451612903226,63961,1666,0.13411621017378025,16.06451612903226
Australia,AussieEvents,False,event barrier hire,2023-11-30,15.7,56827,1435,0.1475149237476776,15.7
Australia,AussieEvents,False,event barrier hire,2023-12-31,14.419354838709678,59006,2028,0.13499984768856602,14.419354838709678
Australia,AussieEvents,False,event barrier hire,2024-01-31,15.903225806451612,53027,1785,0.1520344346299065,15.903225806451612
Australia,AussieEvents,False,event barrier hire,2024-02-29,17.93103448275862,70613,2049,0.15437085488322128,17.93103448275862
Australia,AussieEvents,False,event barrier hire,2024-03-31,13.516129032258064,52746,3566,0.1562300096511641,13.516129032258064
Australia,AussieEvents,False,event barrier hire,2024-04-30,16.166666666666668,56501,982,0.13456000999353962,16.166666666666668
Australia,AussieEvents,False,event barrier hire,2024-05-31,16.93548387096774,65929,2202,0.1470877430793142,16.93548387096774
Australia,AussieEvents,False,event barrier hire,2024-06-30,15.733333333333333,60937,2638,0.1627807952081594,15.733333333333333
Australia,AussieEvents,False,event barrier hire,2024-07-31,15.806451612903226,52743,1135,0.1317212606709427,15.806451612903226
Australia,AussieEvents,False,event barrier hire,2024-08-31,15.387096774193548,68366,2638,0.14556108018008415,15.387096774193548
Australia,AussieEvents,False,event barrier hire,2024-09-30,19.2,67231,1423,0.14178494827182275,19.2
Australia,AussieEvents,False,event barrier hire,2024-10-31,17.451612903225808,73298,1871,0.16052981612802758,17.451612903225808
Australia,AussieEvents,False,event barrier hire,2024-11-30,15.566666666666666,76355,2312,0.1508924952908724,15.566666666666666
Australia,AussieEvents,False,event barrier hire,2024-12-31,17.0,59860,1381,0.14177413531271174,17.0
Australia,AussieEvents,False,event infrastructure,2023-01-31,16.483870967741936,70718,2269,0.15770792817777018,16.483870967741936
Australia,AussieEvents,False,event infrastructure,2023-02-28,18.071428571428573,59670,1113,0.1532101083896283,18.071428571428573
