keyword,country,keyword_type,is_mojo_keyword,date,ranking,search_volume,clicks,impressions,ctr,avg_position,organic_traffic,organic_traffic_potential
absperrgitter mieten,Germany,market,False,2023-05-28,25.714285714285715,3258.5714285714284,738,21548,0.02003677181485963,26.093624515897456,758,126.72222222222221
absperrgitter mieten,Germany,market,False,2023-06-04,30.714285714285715,3249.8571428571427,605,18075,0.029763989511317975,30.950359882217917,560,105.80930232558138
absperrgitter mieten,Germany,market,False,2023-06-11,35.142857142857146,4652.571428571428,205,31408,0.006915287669453858,35.214849395929484,203,132.390243902439
absperrgitter mieten,Germany,market,False,2023-06-18,19.714285714285715,5044.0,1348,37474,0.03192612642404142,20.162956787455933,1528,255.8550724637681
absperrgitter mieten,Germany,market,False,2023-06-25,23.428571428571427,3583.0,560,24573,0.023350621481282956,23.195105935594462,491,152.9329268292683
absperrgitter mieten,Germany,market,False,2023-07-02,24.428571428571427,4051.285714285714,1902,25409,0.04793217867963612,24.96278064515982,2087,165.84210526315792
absperrgitter mieten,Germany,market,False,2023-07-09,30.571428571428573,3980.285714285714,351,26388,0.01914368067064303,30.53168466558167,325,130.19626168224298
absperrgitter mieten,Germany,market,False,2023-07-16,35.142857142857146,3436.0,152,27459,0.007938405845824986,36.13190181818076,148,97.77235772357723
absperrgitter mieten,Germany,market,False,2023-07-23,17.714285714285715,2795.1428571428573,652,18846,0.05764561266136619,17.31267432137453,705,157.79032258064518
absperrgitter mieten,Germany,market,False,2023-07-30,29.0,4293.285714285715,377,33207,0.015573100822707157,29.182567944668914,355,148.04433497536948
absperrgitter mieten,Germany,market,False,2023-08-06,17.857142857142858,3244.0,881,23285,0.03615275293171007,18.130007981372753,821,181.66400000000002
absperrgitter mieten,Germany,market,False,2023-08-13,23.571428571428573,4132.142857142857,2646,31106,0.056921971587332254,23.774242735595397,2988,175.30303030303028
absperrgitter mieten,Germany,market,False,2023-08-20,18.714285714285715,4163.0,480,30129,0.02113980866761397,18.734007426172518,473,222.4503816793893
absperrgitter mieten,Germany,market,False,2023-08-27,26.0,5588.428571428572,507,36882,0.022215187130451775,25.31582603908376,465,214.93956043956047
absperrgitter mieten,Germany,market,False,2023-09-03,23.285714285714285,3738.4285714285716,271,27401,0.0085724757828764,23.073555504695094,289,160.54601226993867
absperrgitter mieten,Germany,market,False,2023-09-10,16.857142857142858,3252.1428571428573,1079,19699,0.07309875672131953,16.953486015636006,937,192.92372881355934
absperrgitter mieten,Germany,market,False,2023-09-17,37.42857142857143,3456.8571428571427,170,28006,0.006583661273811129,36.883161478235024,162,92.35877862595419
absperrgitter mieten,Germany,market,False,2023-09-24,26.714285714285715,3268.4285714285716,1205,22775,0.02657826139106816,26.462378568541006,1009,122.3475935828877
absperrgitter mieten,Germany,market,False,2023-10-01,21.0,2797.8571428571427,390,17766,0.023179248517505444,20.318027461427754,389,133.23129251700678
absperrgitter mieten,Germany,market,False,2023-10-08,19.571428571428573,5294.428571428572,651,32880,0.020380555471582646,19.936514934472864,645,270.51824817518246
absperrgitter mieten,Germany,market,False,2023-10-15,24.285714285714285,4581.857142857143,414,30040,0.014126607216971556,24.126004746741593,427,188.66470588235296
absperrgitter mieten,Germany,market,False,2023-10-22,34.57142857142857,4092.285714285714,227,23458,0.011982875276698585,34.50675574871731,245,118.37190082644628
absperrgitter mieten,Germany,market,False,2023-10-29,27.142857142857142,3923.8571428571427,395,22377,0.017574862266924285,26.88301061022325,380,144.56315789473686
absperrgitter mieten,Germany,market,False,2023-11-05,22.285714285714285,4055.1428571428573,632,31901,0.0241304115308593,22.222087952523403,662,181.96153846153848
absperrgitter mieten,Germany,market,False,2023-11-12,25.0,5408.571428571428,952,38409,0.02809070019212547,24.82748661570375,996,216.34285714285716
absperrgitter mieten,Germany,market,False,2023-11-19,29.714285714285715,3619.8571428571427,1585,22471,0.06311010575834647,30.410237048855045,1353,121.82211538461537
absperrgitter mieten,Germany,market,False,2023-11-26,18.0,3944.285714285714,2015,22464,0.0677970098223419,18.105842071966546,1897,219.1269841269841
absperrgitter mieten,Germany,market,False,2023-12-03,24.571428571428573,4444.0,470,29278,0.015306422056720415,24.248567306825894,445,180.86046511627904
absperrgitter mieten,Germany,market,False,2023-12-10,24.0,3330.0,679,25983,0.05197251713447272,24.216645872210858,740,138.75
absperrgitter mieten,Germany,market,False,2023-12-17,27.0,3556.714285714286,619,23156,0.022356101158543914,26.956030950486216,677,131.73015873015873
absperrgitter mieten,Germany,market,False,2023-12-24,23.142857142857142,3594.0,648,20096,0.0264231417067913,23.377308074623244,695,155.29629629629628
absperrgitter mieten,Germany,market,False,2023-12-31,28.714285714285715,3923.5714285714284,490,31655,0.015881251783238202,28.76248007436666,546,136.6417910447761
absperrgitter mieten,Germany,market,False,2024-01-07,26.285714285714285,5237.142857142857,3474,38346,0.0533019663795073,26.797884520238693,3631,199.23913043478262
absperrgitter mieten,Germany,market,False,2024-01-14,33.57142857142857,4667.142857142857,275,32853,0.008519681344284772,33.61657666132443,262,139.02127659574467
absperrgitter mieten,Germany,market,False,2024-01-21,25.714285714285715,4748.0,1406,34084,0.03673844583925807,25.413233850171434,1590,184.64444444444445
absperrgitter mieten,Germany,market,False,2024-01-28,32.42857142857143,3935.1428571428573,421,26695,0.015381727465030942,32.1400325896425,410,121.34801762114537
absperrgitter mieten,Germany,market,False,2024-02-04,29.714285714285715,5927.285714285715,1434,42635,0.033118492489627296,29.425189345764924,1394,199.47596153846155
absperrgitter mieten,Germany,market,False,2024-02-11,20.714285714285715,3247.1428571428573,890,21564,0.03938310998958645,21.031732106553807,813,156.75862068965517
absperrgitter mieten,Germany,market,False,2024-02-18,25.428571428571427,4007.285714285714,1168,26732,0.033481676999022526,25.36662299274632,1258,157.58988764044943
absperrgitter mieten,Germany,market,False,2024-02-25,21.857142857142858,2481.285714285714,1890,18872,0.036834665184949815,21.23921316702782,1967,113.52287581699345
absperrgitter mieten,Germany,market,False,2024-03-03,26.714285714285715,3277.1428571428573,433,19935,0.022762708560696326,26.31766353259494,380,122.67379679144385
absperrgitter mieten,Germany,market,False,2024-03-10,27.857142857142858,4570.571428571428,396,31223,0.021969107141035015,28.815641913115023,393,164.07179487179485
absperrgitter mieten,Germany,market,False,2024-03-17,28.142857142857142,4483.428571428572,417,25115,0.0151718269697597,28.764533817358092,426,159.30964467005077
absperrgitter mieten,Germany,market,False,2024-03-24,20.571428571428573,3511.4285714285716,379,24823,0.023110081556995815,20.504857483813907,387,170.69444444444443
absperrgitter mieten,Germany,market,False,2024-03-31,24.571428571428573,4158.428571428572,567,26373,0.027017347072242442,24.93031420703224,572,169.23837209302326
absperrgitter mieten,Germany,market,False,2024-04-07,32.57142857142857,4581.428571428572,292,33091,0.011835996538018497,32.31147618070413,289,140.6578947368421
absperrgitter mieten,Germany,market,False,2024-04-14,17.571428571428573,5640.285714285715,2370,40824,0.04007755379061801,17.650076090271007,2015,320.9918699186992
absperrgitter mieten,Germany,market,False,2024-04-21,13.571428571428571,4555.0,837,30223,0.03532604151611364,12.96296758116102,859,335.63157894736844
absperrgitter mieten,Germany,market,False,2024-04-28,21.714285714285715,5170.428571428572,611,37767,0.0332291140177767,22.7654280384395,571,238.11184210526315
absperrgitter mieten,Germany,market,False,2024-05-05,31.0,3615.285714285714,303,28970,0.011536945029747543,31.07301675262346,291,116.6221198156682
absperrgitter mieten,Germany,market,False,2024-05-12,27.142857142857142,3596.714285714286,1253,23588,0.03299050200846556,26.718080174764445,1359,132.5105263157895
absperrgitter mieten,Germany,market,False,2024-05-19,22.285714285714285,3139.0,559,17469,0.026051161967557215,22.425297898093714,595,140.85256410256412
absperrgitter mieten,Germany,market,False,2024-05-26,29.571428571428573,4994.857142857143,325,39058,0.007733021892730185,29.484743308117224,334,168.90821256038646
absperrgitter mieten,Germany,market,False,2024-06-02,22.857142857142858,5053.142857142857,2278,34692,0.11453101193653667,22.905203679933095,2130,221.075
absperrgitter mieten,Germany,market,False,2024-06-09,30.428571428571427,3784.1428571428573,334,27931,0.0123174460859832,30.944128504101236,343,124.36150234741785
absperrgitter mieten,Germany,market,False,2024-06-16,17.428571428571427,5089.142857142857,671,38113,0.019881179401517474,17.261577377187432,660,292.0
absperrgitter mieten,Germany,market,False,2024-06-23,24.428571428571427,4329.857142857143,1312,28115,0.05630332649933058,24.55271738581783,1411,177.24561403508775
absperrgitter mieten,Germany,market,False,2024-06-30,21.714285714285715,3252.1428571428573,453,19079,0.02525400708690356,22.56579901226714,452,149.76973684210526
absperrgitter mieten,Germany,market,False,2024-07-07,22.142857142857142,3809.285714285714,354,27255,0.0111628439863059,22.344215235271374,381,172.03225806451616
absperrgitter mieten,Germany,market,False,2024-07-14,23.142857142857142,4679.857142857143,727,28931,0.029932324773855944,23.81927834397269,673,202.21604938271605
absperrgitter mieten,Germany,market,False,2024-07-21,26.428571428571427,3549.1428571428573,210,26740,0.014802404798551941,25.586887033649287,217,134.2918918918919
absperrgitter mieten,Germany,market,False,2024-07-28,31.285714285714285,2830.4285714285716,376,23406,0.015503659224192529,32.42784356582715,389,90.4703196347032
absperrgitter mieten,Germany,market,False,2024-08-04,24.428571428571427,4568.142857142857,543,27673,0.019284007437301704,24.373217651904646,558,187.0
absperrgitter mieten,Germany,market,False,2024-08-11,26.857142857142858,4411.142857142857,385,30380,0.017079742831658286,26.799991641740153,386,164.2446808510638
absperrgitter mieten,Germany,market,False,2024-08-18,21.714285714285715,4763.714285714285,497,31630,0.02349142078430914,21.407169869625534,467,219.38157894736838
absperrgitter mieten,Germany,market,False,2024-08-25,28.714285714285715,5177.428571428572,405,32754,0.019568710603609072,28.507699442826656,385,180.3084577114428
absperrgitter mieten,Germany,market,False,2024-09-01,13.857142857142858,4596.285714285715,1914,32309,0.07983657885386382,13.664480232189806,2085,331.69072164948454
absperrgitter mieten,Germany,market,False,2024-09-08,37.142857142857146,3408.285714285714,189,22229,0.009657333500813785,37.990975888625655,183,91.76153846153845
absperrgitter mieten,Germany,market,False,2024-09-15,29.571428571428573,4040.5714285714284,290,26315,0.012184819087992672,29.89324453755819,298,136.63768115942028
absperrgitter mieten,Germany,market,False,2024-09-22,13.428571428571429,5633.857142857143,1548,38058,0.037487851761872644,12.896443047889775,1659,419.54255319148933
absperrgitter mieten,Germany,market,False,2024-09-29,33.57142857142857,3942.0,232,24302,0.011322421308443914,33.6257086466553,246,117.42127659574469
absperrgitter mieten,Germany,market,False,2024-10-06,31.428571428571427,4174.142857142857,408,23544,0.0150847292259466,31.081343237282958,451,132.81363636363636
absperrgitter mieten,Germany,market,False,2024-10-13,20.428571428571427,5600.571428571428,998,42769,0.029007723345049717,20.281660638686194,1081,274.15384615384613
absperrgitter mieten,Germany,market,False,2024-10-20,20.714285714285715,3118.5714285714284,580,24307,0.02822061856683943,20.33073070957216,582,150.55172413793102
absperrgitter mieten,Germany,market,False,2024-10-27,25.571428571428573,4744.285714285715,957,35803,0.03431236933320504,24.852744745790794,992,185.53072625698326
absperrgitter mieten,Germany,market,False,2024-11-03,31.571428571428573,4212.285714285715,298,28557,0.012680200609812542,31.350732572527217,316,133.420814479638
absperrgitter mieten,Germany,market,False,2024-11-10,24.142857142857142,3556.714285714286,343,30321,0.017465973082366387,24.348168063481307,344,147.31952662721895
absperrgitter mieten,Germany,market,False,2024-11-17,15.428571428571429,4448.428571428572,3441,29887,0.09512602499044324,14.458087328707139,3648,288.3240740740741
absperrgitter mieten,Germany,market,False,2024-11-24,25.0,3715.4285714285716,257,29351,0.01695349456433263,25.61646057159707,272,148.61714285714285
absperrgitter mieten,Germany,market,False,2024-12-01,31.428571428571427,3479.4285714285716,263,21767,0.013791629248542285,31.704195597090852,275,110.70909090909093
absperrgitter mieten,Germany,market,False,2024-12-08,18.0,4301.0,3327,32544,0.09254261005529676,18.562178008695803,3408,238.94444444444443
absperrgitter mieten,Germany,market,False,2024-12-15,28.571428571428573,2711.714285714286,239,23276,0.008756762088715158,28.62417496636874,223,94.91
absperrgitter mieten,Germany,market,False,2024-12-22,27.428571428571427,4231.428571428572,379,25477,0.017219773799394,27.120559600834863,372,154.27083333333334
absperrgitter mieten,Germany,market,False,2024-12-29,31.714285714285715,2959.1428571428573,899,22962,0.03771334405716311,32.1671882452367,833,93.3063063063063
absperrgitter mieten,Germany,market,False,2025-01-05,19.5,3281.0,77,8517,0.008830652134581351,19.19110380415217,68,168.25641025641025
barrier rental,Australia,market,False,2023-01-01,5.0,4181.0,88,5278,0.0166729821902235,4.64712424132966,86,836.2
barrier rental,Australia,market,False,2023-01-08,22.714285714285715,4430.285714285715,818,33545,0.03428284345861863,22.821192382925073,854,195.0440251572327
barrier rental,Australia,market,False,2023-01-15,15.571428571428571,4215.571428571428,802,35183,0.020748729736224658,15.900418842463525,806,270.72477064220186
barrier rental,Australia,market,False,2023-01-22,27.285714285714285,4028.5714285714284,446,26312,0.015471465948009428,27.759576677951056,468,147.64397905759162
barrier rental,Australia,market,False,2023-01-29,33.285714285714285,3894.714285714286,185,30216,0.006983827417499471,33.91890360742797,184,117.00858369098712
barrier rental,Australia,market,False,2023-02-05,31.714285714285715,4618.857142857143,227,26233,0.014008278492472829,31.351504460864202,219,145.63963963963963
barrier rental,Australia,market,False,2023-02-12,9.428571428571429,3736.5714285714284,1050,29659,0.03195808724589426,8.79419892220751,973,396.3030303030303
barrier rental,Australia,market,False,2023-02-19,26.285714285714285,2763.5714285714284,201,16742,0.015484907504567285,25.67169272946772,212,105.13586956521739
barrier rental,Australia,market,False,2023-02-26,15.142857142857142,4677.428571428572,2397,35816,0.10174289426694523,15.541261653156466,2006,308.8867924528302
barrier rental,Australia,market,False,2023-03-05,22.142857142857142,3234.285714285714,384,25163,0.016663241565403757,22.248604369350566,359,146.06451612903226
barrier rental,Australia,market,False,2023-03-12,26.428571428571427,4126.714285714285,752,29000,0.02639609227017417,26.425551093899433,648,156.14594594594595
barrier rental,Australia,market,False,2023-03-19,16.142857142857142,5831.285714285715,1670,41418,0.09770436221499636,16.125049612592026,1710,361.2300884955752
barrier rental,Australia,market,False,2023-03-26,10.714285714285714,4398.714285714285,1622,30439,0.08022358179263514,10.555890830316285,1552,410.5466666666666
barrier rental,Australia,market,False,2023-04-02,23.0,3990.1428571428573,421,33863,0.0152037503400232,23.115986900776175,399,173.48447204968946
barrier rental,Australia,market,False,2023-04-09,24.285714285714285,4583.285714285715,461,30130,0.017385071383195356,24.46977943055256,487,188.72352941176473
barrier rental,Australia,market,False,2023-04-16,27.142857142857142,4044.0,288,29117,0.01089232245882187,27.420185475756906,286,148.98947368421054
barrier rental,Australia,market,False,2023-04-23,28.285714285714285,4326.857142857143,1002,28936,0.022031235677869014,28.11580661298985,865,152.96969696969697
barrier rental,Australia,market,False,2023-04-30,27.714285714285715,4096.142857142857,260,31156,0.00890840719536917,27.422298923896363,270,147.79896907216494
barrier rental,Australia,market,False,2023-05-07,21.571428571428573,3927.4285714285716,312,31005,0.05049774575722667,21.596340964405496,333,182.06622516556288
barrier rental,Australia,market,False,2023-05-14,19.714285714285715,4248.142857142857,427,26468,0.02478545559370396,20.031298014004857,418,215.48550724637678
barrier rental,Australia,market,False,2023-05-21,23.714285714285715,3399.1428571428573,386,24435,0.0362619571661979,23.384750489731243,404,143.33734939759037
barrier rental,Australia,market,False,2023-05-28,24.428571428571427,4352.857142857143,287,27358,0.015750407280616257,25.024061408228494,286,178.187134502924
barrier rental,Australia,market,False,2023-06-04,13.142857142857142,3827.714285714286,3318,19783,0.09714825915411178,13.164959696858123,3021,291.2391304347826
barrier rental,Australia,market,False,2023-06-11,20.857142857142858,4474.428571428572,496,30535,0.021563744117295,20.603744419970663,482,214.52739726027397
barrier rental,Australia,market,False,2023-06-18,16.714285714285715,5025.714285714285,1107,39256,0.027509366205898,17.066259960675968,1010,300.6837606837606
barrier rental,Australia,market,False,2023-06-25,21.428571428571427,4833.714285714285,1600,31830,0.07323873589799952,20.96280306258643,1669,225.57333333333332
barrier rental,Australia,market,False,2023-07-02,23.142857142857142,3762.4285714285716,340,27061,0.013452421439851701,22.957957183016344,335,162.57407407407408
barrier rental,Australia,market,False,2023-07-09,21.571428571428573,5098.428571428572,1212,38546,0.02740991285047884,20.795202980317445,1087,236.3509933774834
barrier rental,Australia,market,False,2023-07-16,30.857142857142858,2515.4285714285716,147,19087,0.013533165609296457,29.856238060352478,134,81.51851851851852
barrier rental,Australia,market,False,2023-07-23,24.714285714285715,3793.5714285714284,365,30331,0.0102617508285714,24.91378668954305,377,153.4971098265896
barrier rental,Australia,market,False,2023-07-30,32.0,3225.5714285714284,259,23852,0.014126716332817828,31.94602612168477,267,100.79910714285714
barrier rental,Australia,market,False,2023-08-06,29.428571428571427,3000.8571428571427,449,16157,0.03287917601888287,29.069425801661207,399,101.97087378640775
barrier rental,Australia,market,False,2023-08-13,21.428571428571427,5225.857142857143,483,38209,0.012490262161074628,21.225325604026022,497,243.87333333333336
barrier rental,Australia,market,False,2023-08-20,27.571428571428573,4918.428571428572,275,28475,0.010170908272297914,27.391041540020655,261,178.38860103626942
barrier rental,Australia,market,False,2023-08-27,33.42857142857143,4480.142857142857,482,28794,0.01907488163274364,33.834850547522116,476,134.0213675213675
barrier rental,Australia,market,False,2023-09-03,25.857142857142858,3900.4285714285716,287,34252,0.011806997856225557,25.728641254081428,292,150.84530386740332
barrier rental,Australia,market,False,2023-09-10,21.714285714285715,2106.0,478,14369,0.04041539925587177,21.578773615981238,453,96.98684210526315
barrier rental,Australia,market,False,2023-09-17,18.142857142857142,2704.4285714285716,219,18126,0.015730660974021343,18.12814915813319,241,149.06299212598427
barrier rental,Australia,market,False,2023-09-24,22.0,4350.142857142857,500,30860,0.07022432462240934,22.035200492608347,505,197.73376623376623
barrier rental,Australia,market,False,2023-10-01,21.714285714285715,4793.428571428572,561,28913,0.02141990104795023,21.9038983579369,498,220.75
barrier rental,Australia,market,False,2023-10-08,17.857142857142858,4603.571428571428,1773,32546,0.05181716581993876,18.388257404758644,1759,257.8
barrier rental,Australia,market,False,2023-10-15,29.571428571428573,4813.571428571428,316,27512,0.013711357272634886,29.79031307689814,332,162.77777777777777
barrier rental,Australia,market,False,2023-10-22,31.571428571428573,4563.285714285715,310,31343,0.01169477497448807,32.308422736415785,314,144.53846153846155
barrier rental,Australia,market,False,2023-10-29,37.714285714285715,3543.1428571428573,107,29655,0.005283619291592728,37.301872818160554,107,93.9469696969697
barrier rental,Australia,market,False,2023-11-05,20.428571428571427,2083.0,220,15012,0.024180414689256715,20.524293432666404,210,101.96503496503496
barrier rental,Australia,market,False,2023-11-12,19.714285714285715,4877.571428571428,1347,36570,0.03478356751655443,19.919064800257452,1487,247.41304347826085
barrier rental,Australia,market,False,2023-11-19,32.57142857142857,5341.714285714285,501,41354,0.0114408789937512,31.756731452833396,484,164.0
barrier rental,Australia,market,False,2023-11-26,25.0,5759.0,539,39946,0.021313456572794987,25.16367345376747,514,230.36
barrier rental,Australia,market,False,2023-12-03,28.714285714285715,5065.714285714285,225,32098,0.0066241511752824994,29.237420805277765,225,176.4179104477612
barrier rental,Australia,market,False,2023-12-10,32.857142857142854,5126.428571428572,324,33373,0.010701249439039315,33.11131072830319,328,156.02173913043478
barrier rental,Australia,market,False,2023-12-17,33.857142857142854,5174.857142857143,402,29856,0.013762314090301929,33.593923370203015,402,152.84388185654012
barrier rental,Australia,market,False,2023-12-24,19.428571428571427,5038.428571428572,794,36967,0.03173249964405263,18.821584124909844,796,259.3308823529412
barrier rental,Australia,market,False,2023-12-31,14.571428571428571,2778.5714285714284,437,19534,0.03622297169284242,14.6847238543002,458,190.68627450980392
barrier rental,Australia,market,False,2024-01-07,29.857142857142858,3264.8571428571427,233,23323,0.010269272706290513,30.063154131836487,232,109.34928229665071
barrier rental,Australia,market,False,2024-01-14,35.285714285714285,4256.142857142857,318,29965,0.01293050762647917,34.714389617458814,301,120.61943319838056
barrier rental,Australia,market,False,2024-01-21,28.714285714285715,5604.857142857143,733,41973,0.0295618430532354,28.586627019745276,772,195.1940298507463
barrier rental,Australia,market,False,2024-01-28,29.571428571428573,4615.142857142857,344,38662,0.010352048157089427,29.142056531314378,335,156.06763285024152
barrier rental,Australia,market,False,2024-02-04,31.857142857142858,4200.142857142857,208,31993,0.009411092386454087,32.19363381105541,199,131.84304932735427
barrier rental,Australia,market,False,2024-02-11,26.0,2266.1428571428573,268,18480,0.01736898136268663,25.74239521555791,251,87.15934065934067
barrier rental,Australia,market,False,2024-02-18,17.857142857142858,3678.0,741,23269,0.03415710492225733,17.96997478991779,708,205.96800000000002
barrier rental,Australia,market,False,2024-02-25,23.428571428571427,4049.1428571428573,468,34317,0.012045783371605329,23.10738489737087,503,172.82926829268294
barrier rental,Australia,market,False,2024-03-03,16.571428571428573,3248.8571428571427,322,17413,0.02001139414947414,16.52340411311131,293,196.05172413793102
barrier rental,Australia,market,False,2024-03-10,34.142857142857146,4736.571428571428,241,40068,0.006389811423562586,34.07317417197297,215,138.72803347280333
barrier rental,Australia,market,False,2024-03-17,23.0,3238.4285714285716,268,21215,0.012976642259050986,22.768195002262647,288,140.80124223602485
barrier rental,Australia,market,False,2024-03-24,28.285714285714285,4727.571428571428,362,34912,0.01115928183030383,28.938773811927035,394,167.13636363636363
barrier rental,Australia,market,False,2024-03-31,39.142857142857146,3129.714285714286,127,25365,0.004766973797773201,39.530653055489324,116,79.95620437956204
barrier rental,Australia,market,False,2024-04-07,21.571428571428573,4477.857142857143,1635,35066,0.044038023303313766,21.947505261934186,1707,207.58278145695363
barrier rental,Australia,market,False,2024-04-14,27.0,4843.142857142857,426,38670,0.016155644107044287,27.246093414133366,386,179.37566137566137
barrier rental,Australia,market,False,2024-04-21,22.428571428571427,4993.714285714285,2030,35581,0.05730382069106133,21.72372743503804,2163,222.64968152866243
barrier rental,Australia,market,False,2024-04-28,26.428571428571427,5297.285714285715,444,38436,0.012336088783274158,25.744170169044796,441,200.43783783783786
barrier rental,Australia,market,False,2024-05-05,23.285714285714285,3754.0,353,26863,0.01873985137763077,23.5946928243299,361,161.21472392638037
barrier rental,Australia,market,False,2024-05-12,19.285714285714285,3949.714285714286,1805,29979,0.060460650589959274,19.637294761636326,1939,204.8
barrier rental,Australia,market,False,2024-05-19,20.571428571428573,3677.0,1967,27397,0.06671541399537935,20.14354900405268,1745,178.74305555555554
barrier rental,Australia,market,False,2024-05-26,31.428571428571427,4529.0,307,36161,0.00929060846603803,31.924945308361064,305,144.10454545454547
barrier rental,Australia,market,False,2024-06-02,20.142857142857142,5982.714285714285,1695,36046,0.041651876323202316,20.274194750155647,1512,297.0141843971631
barrier rental,Australia,market,False,2024-06-09,21.857142857142858,4140.571428571428,321,34112,0.016436599282376913,22.21653652970894,353,189.437908496732
barrier rental,Australia,market,False,2024-06-16,29.285714285714285,3921.714285714286,323,27717,0.01816427487803824,29.39555187161172,299,133.91219512195124
barrier rental,Australia,market,False,2024-06-23,19.0,5720.0,595,34949,0.01637734416424243,19.59287188634397,620,301.05263157894734
barrier rental,Australia,market,False,2024-06-30,22.571428571428573,4962.285714285715,411,36610,0.021298221787063483,21.680164566631444,417,219.8481012658228
barrier rental,Australia,market,False,2024-07-07,25.571428571428573,4814.428571428572,426,32451,0.01593051486015453,25.02099808106113,429,188.2737430167598
barrier rental,Australia,market,False,2024-07-14,19.857142857142858,4648.285714285715,566,24190,0.028959562205143428,20.29368240475426,568,234.08633093525182
barrier rental,Australia,market,False,2024-07-21,28.571428571428573,5226.714285714285,998,36804,0.02610267375546247,29.00082049773585,965,182.93499999999997
barrier rental,Australia,market,False,2024-07-28,25.428571428571427,3053.8571428571427,249,22851,0.011773249717068985,25.693668425484454,250,120.09550561797752
barrier rental,Australia,market,False,2024-08-04,24.428571428571427,3647.8571428571427,252,24231,0.015174003049990087,24.05388563033096,255,149.32748538011697
barrier rental,Australia,market,False,2024-08-11,33.714285714285715,3840.0,249,28583,0.009186154291199929,34.11977427954859,243,113.89830508474577
barrier rental,Australia,market,False,2024-08-18,28.571428571428573,2815.8571428571427,172,20886,0.010256905982841699,28.44265943622536,158,98.55499999999998
barrier rental,Australia,market,False,2024-08-25,22.714285714285715,3464.285714285714,491,23951,0.0255060287799074,22.771368824283957,435,152.51572327044025
barrier rental,Australia,market,False,2024-09-01,25.857142857142858,3473.714285714286,218,20690,0.011081912849081244,25.972567333046054,197,134.34254143646407
barrier rental,Australia,market,False,2024-09-08,26.857142857142858,3480.8571428571427,253,26613,0.01904364273310504,27.174630413494356,241,129.6063829787234
barrier rental,Australia,market,False,2024-09-15,29.571428571428573,3669.8571428571427,331,25930,0.014675400685420642,29.054989883888293,282,124.1014492753623
